date,year,month,day,season,temperature,extreme_high_temp,extreme_low_temp,prcp,snow,humidity
2018-02-26,2018,2,26,Spring,2.4,0,1,0.2,0.14,58.333333333333336
2018-02-27,2018,2,27,Spring,2.6,0,1,0.0,0.0,65.83333333333333
2018-02-28,2018,2,28,Spring,3.3,0,0,0.8,0.28,49.125
2018-03-02,2018,3,2,Spring,2.7,0,1,0.0,0.0,43.583333333333336
2018-03-03,2018,3,3,Spring,7.2,0,0,0.0,0.0,77.625
2018-03-04,2018,3,4,Spring,1.6,0,1,0.0,0.0,34.208333333333336
2018-03-05,2018,3,5,Spring,1.2,0,1,0.0,0.0,46.791666666666664
2018-03-06,2018,3,6,Spring,0.0,0,1,0.0,0.0,58.25
2018-03-07,2018,3,7,Spring,-0.9,0,1,0.3,0.21,65.66666666666667
2018-03-08,2018,3,8,Spring,1.7,0,1,0.0,0.0,45.75
2018-03-09,2018,3,9,Spring,2.3,0,1,0.0,0.0,51.166666666666664
2018-03-10,2018,3,10,Spring,4.5,0,1,0.0,0.0,50.125
2018-03-11,2018,3,11,Spring,4.3,0,1,0.0,0.0,58.625
2018-03-12,2018,3,12,Spring,5.6,0,1,0.0,0.0,74.0
2018-03-13,2018,3,13,Spring,10.9,0,0,0.0,0.0,68.875
2018-03-14,2018,3,14,Spring,12.3,0,0,0.0,0.0,80.95833333333333
2018-03-16,2018,3,16,Spring,5.1,0,1,0.0,0.0,44.333333333333336
2018-03-19,2018,3,19,Spring,9.6,0,0,0.0,0.0,55.541666666666664
2018-03-20,2018,3,20,Spring,6.2,0,0,0.0,0.0,31.0
2018-03-21,2018,3,21,Spring,5.4,0,1,0.0,0.0,35.75
2018-03-22,2018,3,22,Spring,11.2,0,0,0.0,0.0,44.541666666666664
2018-03-23,2018,3,23,Spring,11.7,0,0,0.0,0.0,53.041666666666664
2018-03-24,2018,3,24,Spring,14.4,0,0,0.0,0.0,35.0
2018-03-25,2018,3,25,Spring,18.0,0,0,0.0,0.0,39.166666666666664
2018-03-26,2018,3,26,Spring,15.8,0,0,0.0,0.0,35.625
2018-03-27,2018,3,27,Spring,18.6,0,0,0.0,0.0,37.458333333333336
2018-03-28,2018,3,28,Spring,17.8,0,0,0.0,0.0,33.125
2018-03-29,2018,3,29,Spring,13.6,0,0,0.0,0.0,28.833333333333332
2018-03-30,2018,3,30,Spring,13.3,0,0,0.0,0.0,28.916666666666668
2018-03-31,2018,3,31,Spring,15.8,0,0,0.0,0.0,40.25
2018-04-01,2018,4,1,Spring,18.6,0,0,0.0,0.0,47.041666666666664
2018-04-02,2018,4,2,Spring,18.8,0,0,0.0,0.0,36.208333333333336
2018-04-05,2018,4,5,Spring,4.3,0,0,0.7000000000000001,0.49000000000000005,64.75
2018-04-07,2018,4,7,Spring,7.2,0,0,0.0,0.0,25.541666666666668
2018-04-08,2018,4,8,Spring,12.8,0,0,0.0,0.0,31.291666666666668
2018-04-09,2018,4,9,Spring,14.3,0,0,0.0,0.0,40.208333333333336
2018-04-11,2018,4,11,Spring,19.9,0,0,0.0,0.0,28.583333333333332
2018-04-12,2018,4,12,Spring,16.8,0,0,0.0,0.0,26.166666666666668
2018-04-15,2018,4,15,Spring,15.3,0,0,0.0,0.0,25.0
2018-04-16,2018,4,16,Spring,18.1,0,0,0.0,0.0,40.083333333333336
2018-04-17,2018,4,17,Spring,17.8,0,0,0.0,0.0,49.583333333333336
2018-04-18,2018,4,18,Spring,19.1,0,0,0.0,0.0,62.583333333333336
2018-04-19,2018,4,19,Spring,21.2,0,0,0.0,0.0,63.291666666666664
2018-04-20,2018,4,20,Spring,22.1,0,0,0.0,0.0,56.25
2018-04-24,2018,4,24,Spring,17.3,0,0,0.0,0.0,51.0
2018-04-25,2018,4,25,Spring,18.7,0,0,0.0,0.0,48.416666666666664
2018-04-26,2018,4,26,Spring,19.2,0,0,0.0,0.0,64.125
2018-04-27,2018,4,27,Spring,19.8,0,0,0.0,0.0,50.208333333333336
2018-04-28,2018,4,28,Spring,21.3,0,0,0.0,0.0,63.583333333333336
2018-04-29,2018,4,29,Spring,23.1,0,0,0.0,0.0,55.083333333333336
2018-04-30,2018,4,30,Spring,18.8,0,0,0.0,0.0,56.166666666666664
2018-05-02,2018,5,2,Summer,18.0,0,0,0.1,0.0,43.375
2018-05-03,2018,5,3,Summer,17.3,0,0,0.0,0.0,26.208333333333332
2018-05-04,2018,5,4,Summer,21.3,0,0,0.0,0.0,44.541666666666664
2018-05-05,2018,5,5,Summer,19.3,0,0,0.0,0.0,40.375
2018-05-06,2018,5,6,Summer,21.8,0,0,0.0,0.0,52.958333333333336
2018-05-07,2018,5,7,Summer,20.4,0,0,0.0,0.0,44.916666666666664
2018-05-08,2018,5,8,Summer,20.2,0,0,0.0,0.0,35.333333333333336
2018-05-09,2018,5,9,Summer,20.8,0,0,0.0,0.0,38.208333333333336
2018-05-10,2018,5,10,Summer,22.7,0,0,0.30000000000000004,0.0,50.125
2018-05-11,2018,5,11,Summer,19.3,0,0,0.0,0.0,52.833333333333336
2018-05-12,2018,5,12,Summer,18.5,0,0,0.0,0.0,69.58333333333333
2018-05-13,2018,5,13,Summer,23.8,0,0,0.0,0.0,69.66666666666667
2018-05-14,2018,5,14,Summer,26.4,1,0,0.0,0.0,61.083333333333336
2018-05-15,2018,5,15,Summer,24.7,1,0,3.0999999999999996,0.0,72.91666666666667
2018-05-16,2018,5,16,Summer,24.5,0,0,1.4,0.0,82.29166666666667
2018-05-18,2018,5,18,Summer,23.4,1,0,0.0,0.0,58.541666666666664
2018-05-23,2018,5,23,Summer,22.9,1,0,0.0,0.0,36.208333333333336
2018-05-24,2018,5,24,Summer,26.3,1,0,0.0,0.0,53.583333333333336
2018-05-25,2018,5,25,Summer,25.4,1,0,0.0,0.0,63.208333333333336
2018-05-26,2018,5,26,Summer,24.4,1,0,0.0,0.0,63.416666666666664
2018-05-27,2018,5,27,Summer,26.8,1,0,0.0,0.0,34.708333333333336
2018-05-28,2018,5,28,Summer,22.2,1,0,0.0,0.0,24.541666666666668
2018-05-29,2018,5,29,Summer,24.2,1,0,0.0,0.0,28.666666666666668
2018-05-30,2018,5,30,Summer,25.9,1,0,0.0,0.0,29.375
2018-05-31,2018,5,31,Summer,27.1,1,0,0.0,0.0,37.083333333333336
2018-06-01,2018,6,1,Summer,27.9,1,0,0.0,0.0,31.708333333333332
2018-06-02,2018,6,2,Summer,28.8,1,0,0.0,0.0,36.958333333333336
2018-06-05,2018,6,5,Summer,31.9,1,0,0.0,0.0,19.458333333333332
2018-06-07,2018,6,7,Summer,24.3,1,0,0.0,0.0,44.166666666666664
2018-06-08,2018,6,8,Summer,27.1,1,0,0.0,0.0,43.041666666666664
2018-06-10,2018,6,10,Summer,21.8,0,0,0.4,0.0,67.33333333333333
2018-06-11,2018,6,11,Summer,22.1,0,0,0.0,0.0,66.58333333333333
2018-06-14,2018,6,14,Summer,24.7,1,0,0.0,0.0,66.04166666666667
2018-06-15,2018,6,15,Summer,24.4,0,0,0.0,0.0,61.083333333333336
2018-06-16,2018,6,16,Summer,25.9,1,0,0.0,0.0,64.08333333333333
2018-06-19,2018,6,19,Summer,26.8,1,0,0.8,0.0,60.708333333333336
2018-06-20,2018,6,20,Summer,29.1,1,0,0.0,0.0,52.875
2018-06-21,2018,6,21,Summer,29.9,1,0,0.0,0.0,42.5
2018-06-22,2018,6,22,Summer,26.7,1,0,0.5,0.0,50.958333333333336
2018-06-23,2018,6,23,Summer,30.2,1,0,0.0,0.0,39.708333333333336
2018-06-24,2018,6,24,Summer,30.9,1,0,0.0,0.0,39.875
2018-06-26,2018,6,26,Summer,27.1,1,0,0.4,0.0,65.54166666666667
2018-06-27,2018,6,27,Summer,30.6,1,0,0.0,0.0,36.916666666666664
2018-06-28,2018,6,28,Summer,29.9,1,0,0.0,0.0,25.25
2018-07-01,2018,7,1,Summer,26.9,1,0,0.0,0.0,55.791666666666664
2018-07-02,2018,7,2,Summer,27.0,1,0,1.1,0.0,64.79166666666667
2018-07-04,2018,7,4,Summer,30.3,1,0,0.0,0.0,56.375
2018-07-06,2018,7,6,Summer,29.2,1,0,0.0,0.0,60.541666666666664
2018-07-08,2018,7,8,Summer,27.3,1,0,10.200000000000001,0.0,76.33333333333333
2018-07-09,2018,7,9,Summer,25.0,0,0,4.3,0.0,83.41666666666667
2018-07-10,2018,7,10,Summer,25.6,0,0,1.6,0.0,76.95833333333333
2018-07-13,2018,7,13,Summer,26.7,1,0,7.699999999999999,0.0,89.66666666666667
2018-07-14,2018,7,14,Summer,28.4,1,0,1.4000000000000001,0.0,84.45833333333333
2018-07-20,2018,7,20,Summer,30.7,1,0,0.4,0.0,79.66666666666667
2018-07-21,2018,7,21,Summer,31.2,1,0,1.2000000000000002,0.0,74.83333333333333
2018-07-22,2018,7,22,Summer,28.4,1,0,3.1,0.0,85.25
2018-07-26,2018,7,26,Summer,29.7,1,0,0.0,0.0,77.45833333333333
2018-07-27,2018,7,27,Summer,28.5,1,0,1.4000000000000001,0.0,82.75
2018-07-28,2018,7,28,Summer,29.7,1,0,0.2,0.0,76.25
2018-07-29,2018,7,29,Summer,30.4,1,0,0.2,0.0,76.45833333333333
2018-07-30,2018,7,30,Summer,31.4,1,0,0.2,0.0,77.91666666666667
2018-07-31,2018,7,31,Summer,31.7,1,0,0.0,0.0,76.375
2018-08-01,2018,8,1,Autumn,32.2,1,0,0.0,0.0,72.875
2018-08-02,2018,8,2,Autumn,31.7,1,0,0.5,0.0,73.95833333333333
2018-08-03,2018,8,3,Autumn,32.2,1,0,0.0,0.0,64.125
2018-08-04,2018,8,4,Autumn,32.4,1,0,0.0,0.0,65.375
2018-08-07,2018,8,7,Autumn,28.4,1,0,18.099999999999998,0.0,87.79166666666667
2018-08-10,2018,8,10,Autumn,29.7,1,0,0.0,0.0,80.91666666666667
2018-08-13,2018,8,13,Autumn,27.2,1,0,16.8,0.0,86.75
2018-08-14,2018,8,14,Autumn,26.4,0,0,7.7,0.0,87.29166666666667
2018-08-15,2018,8,15,Autumn,28.6,1,0,0.0,0.0,68.79166666666667
2018-08-16,2018,8,16,Autumn,27.7,1,0,0.0,0.0,66.54166666666667
2018-08-17,2018,8,17,Autumn,27.6,1,0,0.0,0.0,74.375
2018-08-18,2018,8,18,Autumn,24.2,0,0,0.2,0.0,76.29166666666667
2018-08-19,2018,8,19,Autumn,25.1,0,0,0.6000000000000001,0.0,82.66666666666667
2018-08-20,2018,8,20,Autumn,27.8,1,0,0.0,0.0,79.375
2018-08-21,2018,8,21,Autumn,27.6,1,0,0.0,0.0,58.791666666666664
2018-08-22,2018,8,22,Autumn,24.8,0,0,0.0,0.0,67.95833333333333
2018-08-23,2018,8,23,Autumn,25.8,1,0,0.0,0.0,67.875
2018-08-24,2018,8,24,Autumn,26.1,1,0,0.0,0.0,62.5
2018-08-25,2018,8,25,Autumn,27.4,1,0,0.0,0.0,69.25
2018-08-26,2018,8,26,Autumn,28.0,1,0,0.5,0.0,65.29166666666667
2018-08-27,2018,8,27,Autumn,26.8,1,0,0.5,0.0,68.29166666666667
2018-08-28,2018,8,28,Autumn,25.6,1,0,0.0,0.0,69.625
2018-08-29,2018,8,29,Autumn,26.7,1,0,0.0,0.0,56.083333333333336
2018-09-03,2018,9,3,Autumn,27.0,1,0,0.0,0.0,60.333333333333336
2018-09-04,2018,9,4,Autumn,25.3,1,0,0.0,0.0,46.791666666666664
2018-09-05,2018,9,5,Autumn,26.6,1,0,0.0,0.0,47.166666666666664
2018-09-07,2018,9,7,Autumn,22.7,0,0,0.0,0.0,39.5
2018-09-08,2018,9,8,Autumn,21.3,0,0,0.0,0.0,46.208333333333336
2018-09-09,2018,9,9,Autumn,21.4,0,0,0.0,0.0,60.125
2018-09-10,2018,9,10,Autumn,22.9,0,0,0.0,0.0,56.416666666666664
2018-09-12,2018,9,12,Autumn,22.3,0,0,0.0,0.0,60.041666666666664
2018-09-13,2018,9,13,Autumn,23.1,0,0,0.0,0.0,65.66666666666667
2018-09-14,2018,9,14,Autumn,24.5,0,0,0.0,0.0,68.58333333333333
2018-09-15,2018,9,15,Autumn,20.1,0,0,0.1,0.0,49.5
2018-09-16,2018,9,16,Autumn,18.1,0,0,0.0,0.0,36.25
2018-09-17,2018,9,17,Autumn,18.4,0,0,0.0,0.0,45.958333333333336
2018-09-18,2018,9,18,Autumn,19.6,0,0,0.0,0.0,62.75
2018-09-19,2018,9,19,Autumn,18.5,0,0,0.0,0.0,76.375
2018-09-20,2018,9,20,Autumn,18.5,0,0,0.0,0.0,72.0
2018-09-21,2018,9,21,Autumn,20.2,0,0,0.0,0.0,35.875
2018-09-22,2018,9,22,Autumn,17.6,0,0,0.0,0.0,30.5
2018-09-23,2018,9,23,Autumn,17.2,0,0,0.0,0.0,28.875
2018-09-24,2018,9,24,Autumn,16.1,0,0,0.0,0.0,41.625
2018-09-26,2018,9,26,Autumn,17.3,0,0,0.3,0.0,61.291666666666664
2018-09-29,2018,9,29,Autumn,13.4,0,0,0.0,0.0,43.208333333333336
2018-09-30,2018,9,30,Autumn,16.3,0,0,0.0,0.0,41.333333333333336
2018-10-02,2018,10,2,Autumn,17.7,0,0,0.0,0.0,36.583333333333336
2018-10-03,2018,10,3,Autumn,16.5,0,0,0.0,0.0,43.333333333333336
2018-10-04,2018,10,4,Autumn,17.0,0,0,0.0,0.0,53.083333333333336
2018-10-05,2018,10,5,Autumn,18.1,0,0,0.0,0.0,61.708333333333336
2018-10-07,2018,10,7,Autumn,14.3,0,0,0.0,0.0,29.125
2018-10-08,2018,10,8,Autumn,15.5,0,0,0.0,0.0,30.5
2018-10-10,2018,10,10,Autumn,9.5,0,0,0.0,0.0,34.166666666666664
2018-10-11,2018,10,11,Autumn,9.8,0,0,0.0,0.0,36.083333333333336
2018-10-12,2018,10,12,Autumn,10.7,0,0,0.0,0.0,45.5
2018-10-13,2018,10,13,Autumn,11.8,0,0,0.0,0.0,50.125
2018-10-14,2018,10,14,Autumn,13.8,0,0,0.4,0.0,66.33333333333333
2018-10-17,2018,10,17,Autumn,8.9,0,0,0.0,0.0,54.833333333333336
2018-10-18,2018,10,18,Autumn,9.7,0,0,0.0,0.0,52.875
2018-10-19,2018,10,19,Autumn,9.3,0,0,0.0,0.0,54.541666666666664
2018-10-20,2018,10,20,Autumn,10.2,0,0,0.0,0.0,51.25
2018-10-21,2018,10,21,Autumn,9.6,0,0,0.0,0.0,53.458333333333336
2018-10-22,2018,10,22,Autumn,11.8,0,0,0.0,0.0,63.541666666666664
2018-10-23,2018,10,23,Autumn,9.8,0,0,0.0,0.0,37.958333333333336
2018-10-24,2018,10,24,Autumn,11.4,0,0,0.0,0.0,49.75
2018-10-25,2018,10,25,Autumn,11.8,0,0,0.30000000000000004,0.0,64.91666666666667
2018-10-27,2018,10,27,Autumn,15.1,0,0,0.0,0.0,30.208333333333332
2018-10-29,2018,10,29,Autumn,9.9,0,0,0.0,0.0,33.416666666666664
2018-10-30,2018,10,30,Autumn,8.2,0,0,0.0,0.0,41.833333333333336
2018-10-31,2018,10,31,Autumn,7.9,0,1,0.0,0.0,45.916666666666664
2018-11-01,2018,11,1,Winter,8.7,0,0,0.0,0.0,55.583333333333336
2018-11-02,2018,11,2,Winter,8.1,0,0,0.0,0.0,64.0
2018-11-03,2018,11,3,Winter,10.9,0,0,0.0,0.0,70.375
2018-11-04,2018,11,4,Winter,6.5,0,0,5.4,0.0,77.04166666666667
2018-11-05,2018,11,5,Winter,5.5,0,1,0.0,0.0,66.41666666666667
2018-11-06,2018,11,6,Winter,4.4,0,1,0.0,0.0,44.458333333333336
2018-11-07,2018,11,7,Winter,5.8,0,1,0.0,0.0,59.541666666666664
2018-11-08,2018,11,8,Winter,6.4,0,0,0.0,0.0,60.083333333333336
2018-11-09,2018,11,9,Winter,9.4,0,0,0.0,0.0,44.291666666666664
2018-11-10,2018,11,10,Winter,8.3,0,0,0.0,0.0,37.75
2018-11-11,2018,11,11,Winter,7.8,0,0,0.0,0.0,48.916666666666664
2018-11-12,2018,11,12,Winter,6.2,0,1,0.0,0.0,71.91666666666667
2018-11-13,2018,11,13,Winter,6.4,0,1,0.0,0.0,82.33333333333333
2018-11-14,2018,11,14,Winter,7.2,0,0,0.0,0.0,78.125
2018-11-15,2018,11,15,Winter,5.6,0,0,0.2,0.0,46.5
2018-11-16,2018,11,16,Winter,2.7,0,1,0.0,0.0,26.791666666666668
2018-11-17,2018,11,17,Winter,3.9,0,1,0.0,0.0,48.958333333333336
2018-11-18,2018,11,18,Winter,4.6,0,1,0.0,0.0,53.833333333333336
2018-11-19,2018,11,19,Winter,2.9,0,1,0.0,0.0,53.708333333333336
2018-11-20,2018,11,20,Winter,5.6,0,1,0.0,0.0,40.541666666666664
2018-11-21,2018,11,21,Winter,2.8,0,1,0.0,0.0,32.291666666666664
2018-11-22,2018,11,22,Winter,1.9,0,1,0.0,0.0,43.5
2018-11-23,2018,11,23,Winter,1.8,0,1,0.0,0.0,66.58333333333333
2018-11-24,2018,11,24,Winter,3.1,0,1,0.0,0.0,66.41666666666667
2018-11-25,2018,11,25,Winter,4.0,0,1,0.0,0.0,57.416666666666664
2018-11-26,2018,11,26,Winter,5.0,0,1,0.0,0.0,70.875
2018-11-27,2018,11,27,Winter,3.2,0,1,0.0,0.0,26.333333333333332
2018-11-28,2018,11,28,Winter,0.2,0,1,0.0,0.0,44.625
2018-11-29,2018,11,29,Winter,0.7,0,1,0.0,0.0,53.5
2018-11-30,2018,11,30,Winter,0.6,0,1,0.0,0.0,77.08333333333333
2018-12-02,2018,12,2,Winter,4.8,0,0,1.6,0.0,86.375
2018-12-03,2018,12,3,Winter,3.1,0,0,0.0,0.0,26.958333333333332
2018-12-04,2018,12,4,Winter,-1.7,0,1,0.0,0.0,24.791666666666668
2018-12-05,2018,12,5,Winter,-0.9,0,1,0.0,0.0,48.708333333333336
2018-12-08,2018,12,8,Winter,-8.4,0,1,0.0,0.0,14.083333333333334
2018-12-09,2018,12,9,Winter,-7.4,0,1,0.0,0.0,17.125
2018-12-10,2018,12,10,Winter,-3.8,0,1,0.0,0.0,22.166666666666668
2018-12-12,2018,12,12,Winter,-2.1,0,1,0.0,0.0,24.875
2018-12-13,2018,12,13,Winter,-3.6,0,1,0.0,0.0,20.458333333333332
2018-12-14,2018,12,14,Winter,-5.3,0,1,0.0,0.0,29.291666666666668
2018-12-15,2018,12,15,Winter,-3.6,0,1,0.0,0.0,45.625
2018-12-16,2018,12,16,Winter,1.2,0,1,0.0,0.0,34.5
2018-12-17,2018,12,17,Winter,1.6,0,1,0.0,0.0,36.916666666666664
2018-12-18,2018,12,18,Winter,-0.1,0,1,0.0,0.0,41.0
2018-12-19,2018,12,19,Winter,-0.6,0,1,0.0,0.0,43.625
2018-12-20,2018,12,20,Winter,1.2,0,1,0.0,0.0,48.041666666666664
2018-12-21,2018,12,21,Winter,3.2,0,1,0.0,0.0,54.75
2018-12-22,2018,12,22,Winter,2.6,0,1,0.0,0.0,48.083333333333336
2018-12-23,2018,12,23,Winter,-5.8,0,1,0.0,0.0,20.5
2018-12-24,2018,12,24,Winter,-5.4,0,1,0.0,0.0,32.375
2018-12-25,2018,12,25,Winter,-1.1,0,1,0.0,0.0,19.375
2018-12-26,2018,12,26,Winter,-6.8,0,1,0.0,0.0,19.708333333333332
2018-12-29,2018,12,29,Winter,-7.1,0,1,0.0,0.0,15.333333333333334
2018-12-30,2018,12,30,Winter,-8.7,0,1,0.0,0.0,19.75
2018-12-31,2018,12,31,Winter,-8.4,0,1,0.0,0.0,24.041666666666668
2019-01-01,2019,1,1,Winter,-5.2,0,1,0.0,0.0,37.25
2019-01-02,2019,1,2,Winter,-5.4,0,1,0.0,0.0,35.458333333333336
2019-01-03,2019,1,3,Winter,-4.5,0,1,0.0,0.0,40.666666666666664
2019-01-05,2019,1,5,Winter,-5.2,0,1,0.0,0.0,19.791666666666668
2019-01-06,2019,1,6,Winter,-6.5,0,1,0.0,0.0,20.875
2019-01-07,2019,1,7,Winter,-2.2,0,1,0.0,0.0,29.25
2019-01-08,2019,1,8,Winter,-6.4,0,1,0.0,0.0,22.0
2019-01-09,2019,1,9,Winter,-6.3,0,1,0.0,0.0,22.708333333333332
2019-01-10,2019,1,10,Winter,-3.1,0,1,0.0,0.0,29.541666666666668
2019-01-11,2019,1,11,Winter,-2.8,0,1,0.0,0.0,36.083333333333336
2019-01-12,2019,1,12,Winter,-3.6,0,1,0.0,0.0,57.791666666666664
2019-01-13,2019,1,13,Winter,-2.1,0,1,0.0,0.0,37.291666666666664
2019-01-14,2019,1,14,Winter,-1.6,0,1,0.0,0.0,52.458333333333336
2019-01-16,2019,1,16,Winter,-4.2,0,1,0.0,0.0,13.291666666666666
2019-01-17,2019,1,17,Winter,-1.8,0,1,0.0,0.0,14.833333333333334
2019-01-18,2019,1,18,Winter,0.3,0,1,0.0,0.0,20.5
2019-01-19,2019,1,19,Winter,1.2,0,1,0.0,0.0,25.666666666666668
2019-01-21,2019,1,21,Winter,4.7,0,1,0.0,0.0,33.708333333333336
2019-01-22,2019,1,22,Winter,3.1,0,1,0.0,0.0,32.0
2019-01-23,2019,1,23,Winter,2.9,0,1,0.0,0.0,30.375
2019-01-24,2019,1,24,Winter,0.1,0,1,0.0,0.0,70.04166666666667
2019-01-25,2019,1,25,Winter,-0.1,0,1,0.0,0.0,24.958333333333332
2019-01-26,2019,1,26,Winter,-1.2,0,1,0.0,0.0,22.0
2019-01-27,2019,1,27,Winter,1.9,0,1,0.0,0.0,27.541666666666668
2019-01-28,2019,1,28,Winter,0.4,0,1,0.0,0.0,19.666666666666668
2019-01-29,2019,1,29,Winter,-0.4,0,1,0.0,0.0,32.75
2019-01-30,2019,1,30,Winter,-1.7,0,1,0.0,0.0,19.5
2019-01-31,2019,1,31,Winter,-5.3,0,1,0.0,0.0,13.541666666666666
2019-02-01,2019,2,1,Spring,-3.7,0,1,0.0,0.0,29.083333333333332
2019-02-02,2019,2,2,Spring,-0.8,0,1,0.1,0.07,69.70833333333333
2019-02-03,2019,2,3,Spring,1.1,0,1,0.0,0.0,32.0
2019-02-04,2019,2,4,Spring,-2.7,0,1,0.0,0.0,37.875
2019-02-05,2019,2,5,Spring,-1.3,0,1,0.0,0.0,55.5
2019-02-06,2019,2,6,Spring,-4.3,0,1,0.0,0.0,38.041666666666664
2019-02-07,2019,2,7,Spring,-6.8,0,1,0.0,0.0,10.875
2019-02-08,2019,2,8,Spring,-5.1,0,1,0.0,0.0,11.625
2019-02-09,2019,2,9,Spring,-5.7,0,1,0.0,0.0,18.083333333333332
2019-02-10,2019,2,10,Spring,-6.2,0,1,0.0,0.0,20.0
2019-02-11,2019,2,11,Spring,-1.7,0,1,0.0,0.0,37.583333333333336
2019-02-13,2019,2,13,Spring,-3.4,0,1,0.0,0.0,35.833333333333336
2019-02-17,2019,2,17,Spring,1.4,0,1,0.0,0.0,22.958333333333332
2019-02-20,2019,2,20,Spring,1.8,0,1,0.0,0.0,37.25
2019-02-21,2019,2,21,Spring,3.6,0,1,0.0,0.0,57.291666666666664
2019-02-22,2019,2,22,Spring,3.7,0,1,0.0,0.0,48.75
2019-02-23,2019,2,23,Spring,5.2,0,1,0.0,0.0,52.666666666666664
2019-02-24,2019,2,24,Spring,5.6,0,1,0.0,0.0,44.125
2019-02-25,2019,2,25,Spring,4.8,0,1,0.0,0.0,41.125
2019-02-26,2019,2,26,Spring,3.9,0,1,0.0,0.0,42.125
2019-02-27,2019,2,27,Spring,5.4,0,1,0.0,0.0,47.791666666666664
2019-02-28,2019,2,28,Spring,6.2,0,1,0.0,0.0,52.0
2019-03-01,2019,3,1,Spring,6.2,0,1,0.0,0.0,55.75
2019-03-02,2019,3,2,Spring,7.3,0,1,0.0,0.0,51.875
2019-03-03,2019,3,3,Spring,6.8,0,1,0.0,0.0,51.291666666666664
2019-03-04,2019,3,4,Spring,11.1,0,0,0.0,0.0,47.75
2019-03-05,2019,3,5,Spring,11.3,0,0,0.1,0.0,39.291666666666664
2019-03-06,2019,3,6,Spring,4.9,0,0,0.0,0.0,21.291666666666668
2019-03-07,2019,3,7,Spring,5.7,0,1,0.0,0.0,25.541666666666668
2019-03-08,2019,3,8,Spring,7.8,0,1,0.0,0.0,34.416666666666664
2019-03-09,2019,3,9,Spring,7.4,0,0,0.0,0.0,36.125
2019-03-12,2019,3,12,Spring,7.8,0,1,0.0,0.0,16.541666666666668
2019-03-13,2019,3,13,Spring,9.4,0,1,0.0,0.0,20.25
2019-03-14,2019,3,14,Spring,10.6,0,0,0.0,0.0,20.666666666666668
2019-03-15,2019,3,15,Spring,7.6,0,0,0.0,0.0,22.833333333333332
2019-03-16,2019,3,16,Spring,9.7,0,1,0.0,0.0,25.875
2019-03-17,2019,3,17,Spring,12.7,0,0,0.0,0.0,27.958333333333332
2019-03-18,2019,3,18,Spring,12.6,0,0,0.0,0.0,33.5
2019-03-19,2019,3,19,Spring,18.4,0,0,0.0,0.0,37.291666666666664
2019-03-22,2019,3,22,Spring,9.0,0,0,0.0,0.0,18.458333333333332
2019-03-24,2019,3,24,Spring,11.2,0,1,0.0,0.0,19.125
2019-03-25,2019,3,25,Spring,14.7,0,0,0.0,0.0,20.0
2019-03-26,2019,3,26,Spring,11.4,0,0,0.0,0.0,28.625
2019-03-27,2019,3,27,Spring,12.9,0,0,0.1,0.0,41.333333333333336
2019-03-28,2019,3,28,Spring,5.9,0,0,0.2,0.0,39.666666666666664
2019-03-29,2019,3,29,Spring,8.0,0,0,1.6,0.77,31.333333333333332
2019-03-31,2019,3,31,Spring,9.6,0,1,0.0,0.0,19.791666666666668
2019-04-01,2019,4,1,Spring,11.1,0,0,0.0,0.0,19.541666666666668
2019-04-02,2019,4,2,Spring,11.1,0,0,0.0,0.0,25.333333333333332
2019-04-03,2019,4,3,Spring,11.8,0,0,0.0,0.0,37.791666666666664
2019-04-04,2019,4,4,Spring,19.0,0,0,0.0,0.0,24.833333333333332
2019-04-05,2019,4,5,Spring,13.1,0,0,0.0,0.0,17.791666666666668
2019-04-06,2019,4,6,Spring,13.4,0,0,0.0,0.0,17.625
2019-04-07,2019,4,7,Spring,12.2,0,0,0.0,0.0,34.666666666666664
2019-04-11,2019,4,11,Spring,13.3,0,0,0.0,0.0,45.458333333333336
2019-04-12,2019,4,12,Spring,15.8,0,0,0.0,0.0,45.375
2019-04-13,2019,4,13,Spring,16.3,0,0,0.6,0.0,49.208333333333336
2019-04-14,2019,4,14,Spring,16.9,0,0,0.0,0.0,14.958333333333334
2019-04-15,2019,4,15,Spring,19.8,0,0,0.0,0.0,27.0
2019-04-16,2019,4,16,Spring,18.8,0,0,0.0,0.0,38.25
2019-04-17,2019,4,17,Spring,21.8,0,0,0.0,0.0,49.125
2019-04-18,2019,4,18,Spring,16.2,0,0,0.0,0.0,25.958333333333332
2019-04-21,2019,4,21,Spring,15.1,0,0,0.0,0.0,57.5
2019-04-22,2019,4,22,Spring,19.1,0,0,0.0,0.0,64.79166666666667
2019-04-23,2019,4,23,Spring,21.3,0,0,0.0,0.0,65.66666666666667
2019-04-28,2019,4,28,Spring,13.2,0,0,0.0,0.0,72.29166666666667
2019-04-29,2019,4,29,Spring,15.9,0,0,0.0,0.0,67.625
2019-04-30,2019,4,30,Spring,18.4,0,0,0.0,0.0,37.583333333333336
2019-05-01,2019,5,1,Summer,21.4,1,0,0.0,0.0,18.583333333333332
2019-05-02,2019,5,2,Summer,22.7,1,0,0.0,0.0,28.666666666666668
2019-05-03,2019,5,3,Summer,23.1,0,0,0.0,0.0,37.583333333333336
2019-05-04,2019,5,4,Summer,22.0,0,0,0.0,0.0,43.708333333333336
2019-05-06,2019,5,6,Summer,18.7,0,0,0.0,0.0,28.375
