date,year,month,day,season,temperature,extreme_high_temp,extreme_low_temp,prcp,snow,humidity
2019-05-07,2019,5,7,Summer,21.9,0,0,0.0,0.0,24.625
2019-05-08,2019,5,8,Summer,18.9,0,0,0.0,0.0,29.458333333333332
2019-05-09,2019,5,9,Summer,21.8,1,0,0.0,0.0,25.458333333333332
2019-05-10,2019,5,10,Summer,22.7,1,0,0.0,0.0,37.875
2019-05-11,2019,5,11,Summer,22.8,0,0,0.0,0.0,51.416666666666664
2019-05-13,2019,5,13,Summer,18.2,0,0,0.0,0.0,22.958333333333332
2019-05-14,2019,5,14,Summer,20.7,0,0,0.0,0.0,35.291666666666664
2019-05-15,2019,5,15,Summer,23.0,0,0,0.0,0.0,49.416666666666664
2019-05-16,2019,5,16,Summer,26.2,1,0,0.0,0.0,53.875
2019-05-21,2019,5,21,Summer,22.3,1,0,0.0,0.0,27.625
2019-05-22,2019,5,22,Summer,25.1,1,0,0.0,0.0,28.833333333333332
2019-05-23,2019,5,23,Summer,27.4,1,0,0.0,0.0,31.625
2019-05-24,2019,5,24,Summer,26.0,1,0,0.0,0.0,25.083333333333332
2019-05-28,2019,5,28,Summer,24.8,1,0,0.0,0.0,29.416666666666668
2019-05-29,2019,5,29,Summer,26.8,1,0,0.0,0.0,33.625
2019-05-30,2019,5,30,Summer,24.3,1,0,0.0,0.0,27.791666666666668
2019-05-31,2019,5,31,Summer,25.3,1,0,0.0,0.0,17.333333333333332
2019-06-01,2019,6,1,Summer,23.5,1,0,1.0,0.0,39.458333333333336
2019-06-03,2019,6,3,Summer,25.2,1,0,0.0,0.0,43.666666666666664
2019-06-07,2019,6,7,Summer,24.7,1,0,0.1,0.0,70.875
2019-06-08,2019,6,8,Summer,28.0,1,0,0.1,0.0,51.166666666666664
2019-06-09,2019,6,9,Summer,25.2,1,0,0.0,0.0,35.666666666666664
2019-06-10,2019,6,10,Summer,25.8,1,0,0.0,0.0,44.958333333333336
2019-06-11,2019,6,11,Summer,25.6,1,0,0.0,0.0,54.458333333333336
2019-06-12,2019,6,12,Summer,27.7,1,0,0.0,0.0,51.5
2019-06-14,2019,6,14,Summer,28.3,1,0,0.0,0.0,45.791666666666664
2019-06-15,2019,6,15,Summer,26.1,1,0,0.0,0.0,44.125
2019-06-18,2019,6,18,Summer,26.6,1,0,0.9,0.0,64.45833333333333
2019-06-19,2019,6,19,Summer,26.6,1,0,4.3999999999999995,0.0,71.33333333333333
2019-06-20,2019,6,20,Summer,28.5,1,0,0.0,0.0,68.29166666666667
2019-06-21,2019,6,21,Summer,25.5,1,0,0.0,0.0,61.875
2019-06-22,2019,6,22,Summer,29.9,1,0,0.8999999999999999,0.0,47.208333333333336
2019-06-23,2019,6,23,Summer,28.6,1,0,0.0,0.0,46.625
2019-06-24,2019,6,24,Summer,30.9,1,0,0.0,0.0,39.916666666666664
2019-06-25,2019,6,25,Summer,29.4,1,0,0.0,0.0,38.25
2019-06-26,2019,6,26,Summer,27.3,1,0,0.0,0.0,40.041666666666664
2019-06-28,2019,6,28,Summer,27.3,1,0,5.9,0.0,60.666666666666664
2019-06-29,2019,6,29,Summer,29.6,1,0,0.0,0.0,44.166666666666664
2019-06-30,2019,6,30,Summer,26.6,1,0,0.0,0.0,27.541666666666668
2019-07-01,2019,7,1,Summer,29.8,1,0,0.0,0.0,32.25
2019-07-02,2019,7,2,Summer,25.0,1,0,0.0,0.0,40.625
2019-07-03,2019,7,3,Summer,30.6,1,0,0.0,0.0,45.833333333333336
2019-07-08,2019,7,8,Summer,26.9,1,0,0.0,0.0,71.83333333333333
2019-07-10,2019,7,10,Summer,25.2,1,0,3.4,0.0,73.70833333333333
2019-07-11,2019,7,11,Summer,26.2,1,0,0.0,0.0,65.33333333333333
2019-07-12,2019,7,12,Summer,29.1,1,0,0.0,0.0,56.666666666666664
2019-07-13,2019,7,13,Summer,27.9,1,0,0.0,0.0,61.75
2019-07-14,2019,7,14,Summer,27.8,1,0,0.1,0.0,67.29166666666667
2019-07-15,2019,7,15,Summer,29.1,1,0,0.0,0.0,61.166666666666664
2019-07-19,2019,7,19,Summer,28.1,1,0,0.1,0.0,70.45833333333333
2019-07-20,2019,7,20,Summer,26.9,0,0,1.1,0.0,80.08333333333333
2019-07-21,2019,7,21,Summer,32.1,1,0,0.0,0.0,75.83333333333333
2019-07-23,2019,7,23,Summer,30.6,1,0,19.4,0.0,77.79166666666667
2019-07-24,2019,7,24,Summer,31.4,1,0,0.0,0.0,75.79166666666667
2019-07-25,2019,7,25,Summer,29.4,1,0,0.1,0.0,70.04166666666667
2019-07-26,2019,7,26,Summer,30.6,1,0,0.0,0.0,76.875
2019-07-27,2019,7,27,Summer,31.6,1,0,0.0,0.0,66.45833333333333
2019-07-31,2019,7,31,Summer,30.6,1,0,0.0,0.0,73.45833333333333
2019-08-07,2019,8,7,Autumn,26.2,1,0,5.9,0.0,88.83333333333333
2019-08-08,2019,8,8,Autumn,28.8,1,0,0.1,0.0,84.58333333333333
2019-08-13,2019,8,13,Autumn,26.9,1,0,0.9,0.0,70.08333333333333
2019-08-14,2019,8,14,Autumn,25.8,1,0,0.0,0.0,74.58333333333333
2019-08-15,2019,8,15,Autumn,26.6,1,0,0.0,0.0,78.66666666666667
2019-08-17,2019,8,17,Autumn,25.0,1,0,0.0,0.0,49.958333333333336
2019-08-18,2019,8,18,Autumn,25.6,1,0,0.0,0.0,67.04166666666667
2019-08-19,2019,8,19,Autumn,27.6,1,0,0.0,0.0,69.33333333333333
2019-08-22,2019,8,22,Autumn,23.2,1,0,0.0,0.0,63.875
2019-08-23,2019,8,23,Autumn,24.6,1,0,0.0,0.0,55.875
2019-08-24,2019,8,24,Autumn,25.9,1,0,0.0,0.0,58.958333333333336
2019-08-25,2019,8,25,Autumn,25.6,1,0,0.0,0.0,63.541666666666664
2019-08-26,2019,8,26,Autumn,22.8,0,0,0.0,0.0,78.45833333333333
2019-08-27,2019,8,27,Autumn,27.9,1,0,0.0,0.0,64.66666666666667
2019-08-28,2019,8,28,Autumn,26.1,1,0,0.0,0.0,32.166666666666664
2019-08-29,2019,8,29,Autumn,25.3,1,0,0.0,0.0,38.333333333333336
2019-08-30,2019,8,30,Autumn,25.5,1,0,0.0,0.0,40.0
2019-08-31,2019,8,31,Autumn,25.7,1,0,0.0,0.0,47.583333333333336
2019-09-01,2019,9,1,Autumn,24.7,1,0,0.0,0.0,45.291666666666664
2019-09-02,2019,9,2,Autumn,25.6,1,0,0.0,0.0,48.208333333333336
2019-09-03,2019,9,3,Autumn,25.8,1,0,0.0,0.0,53.333333333333336
2019-09-04,2019,9,4,Autumn,24.3,1,0,0.0,0.0,50.875
2019-09-05,2019,9,5,Autumn,25.3,1,0,0.0,0.0,48.041666666666664
2019-09-06,2019,9,6,Autumn,26.2,1,0,0.0,0.0,51.833333333333336
2019-09-07,2019,9,7,Autumn,27.6,1,0,0.0,0.0,46.958333333333336
2019-09-08,2019,9,8,Autumn,29.3,1,0,0.0,0.0,41.791666666666664
2019-09-14,2019,9,14,Autumn,22.3,0,0,0.0,0.0,54.416666666666664
2019-09-15,2019,9,15,Autumn,21.4,0,0,0.0,0.0,65.83333333333333
2019-09-16,2019,9,16,Autumn,22.1,0,0,0.0,0.0,49.458333333333336
2019-09-17,2019,9,17,Autumn,21.8,0,0,0.0,0.0,64.125
2019-09-18,2019,9,18,Autumn,18.4,0,0,0.0,0.0,28.583333333333332
2019-09-19,2019,9,19,Autumn,18.9,0,0,0.0,0.0,49.416666666666664
2019-09-20,2019,9,20,Autumn,21.1,0,0,0.0,0.0,57.333333333333336
2019-09-21,2019,9,21,Autumn,21.6,0,0,0.0,0.0,63.791666666666664
2019-09-22,2019,9,22,Autumn,21.1,0,0,0.0,0.0,64.54166666666667
2019-09-23,2019,9,23,Autumn,23.9,1,0,0.0,0.0,50.833333333333336
2019-09-24,2019,9,24,Autumn,23.3,1,0,0.0,0.0,34.458333333333336
2019-09-25,2019,9,25,Autumn,21.9,1,0,0.0,0.0,49.5
2019-09-26,2019,9,26,Autumn,21.8,1,0,0.0,0.0,49.0
2019-09-27,2019,9,27,Autumn,20.2,0,0,0.0,0.0,46.375
2019-09-28,2019,9,28,Autumn,21.2,0,0,0.0,0.0,49.083333333333336
2019-09-29,2019,9,29,Autumn,22.2,1,0,0.0,0.0,52.0
2019-09-30,2019,9,30,Autumn,22.2,1,0,0.0,0.0,53.875
2019-10-01,2019,10,1,Autumn,22.0,1,0,0.0,0.0,43.666666666666664
2019-10-02,2019,10,2,Autumn,21.6,0,0,0.0,0.0,43.625
2019-10-06,2019,10,6,Autumn,13.4,0,0,0.0,0.0,57.916666666666664
2019-10-07,2019,10,7,Autumn,16.2,0,0,0.0,0.0,67.54166666666667
2019-10-08,2019,10,8,Autumn,13.4,0,0,0.0,0.0,35.416666666666664
2019-10-09,2019,10,9,Autumn,16.4,0,0,0.0,0.0,55.125
2019-10-10,2019,10,10,Autumn,14.4,0,0,0.0,0.0,72.20833333333333
2019-10-11,2019,10,11,Autumn,15.8,0,0,0.0,0.0,68.58333333333333
2019-10-12,2019,10,12,Autumn,14.9,0,0,0.0,0.0,49.291666666666664
2019-10-15,2019,10,15,Autumn,9.8,0,0,0.0,0.0,46.958333333333336
2019-10-16,2019,10,16,Autumn,13.0,0,0,0.4,0.0,57.083333333333336
2019-10-19,2019,10,19,Autumn,12.1,0,0,0.0,0.0,80.95833333333333
2019-10-20,2019,10,20,Autumn,14.7,0,0,0.0,0.0,59.875
2019-10-21,2019,10,21,Autumn,11.1,0,0,0.0,0.0,39.833333333333336
2019-10-22,2019,10,22,Autumn,11.9,0,0,0.0,0.0,67.41666666666667
2019-10-23,2019,10,23,Autumn,13.6,0,0,0.0,0.0,68.70833333333333
2019-10-25,2019,10,25,Autumn,6.3,0,0,0.0,0.0,38.75
2019-10-26,2019,10,26,Autumn,7.2,0,0,0.0,0.0,55.541666666666664
2019-10-27,2019,10,27,Autumn,11.1,0,0,0.0,0.0,66.41666666666667
2019-10-29,2019,10,29,Autumn,7.9,0,0,0.0,0.0,43.958333333333336
2019-10-30,2019,10,30,Autumn,11.4,0,0,0.0,0.0,60.875
2019-10-31,2019,10,31,Autumn,13.5,0,0,0.0,0.0,49.541666666666664
2019-11-01,2019,11,1,Winter,13.0,0,0,0.0,0.0,62.916666666666664
2019-11-04,2019,11,4,Winter,9.6,0,0,0.0,0.0,76.875
2019-11-05,2019,11,5,Winter,11.8,0,0,0.0,0.0,71.70833333333333
2019-11-06,2019,11,6,Winter,8.9,0,0,0.0,0.0,77.125
2019-11-07,2019,11,7,Winter,7.6,0,0,0.0,0.0,39.083333333333336
2019-11-08,2019,11,8,Winter,6.8,0,1,0.0,0.0,67.04166666666667
2019-11-11,2019,11,11,Winter,11.6,0,0,0.0,0.0,55.041666666666664
2019-11-12,2019,11,12,Winter,12.3,0,0,0.0,0.0,55.708333333333336
2019-11-14,2019,11,14,Winter,1.7,0,1,0.0,0.0,43.291666666666664
2019-11-15,2019,11,15,Winter,6.4,0,1,0.0,0.0,58.375
2019-11-16,2019,11,16,Winter,7.6,0,0,0.2,0.0,70.16666666666667
2019-11-17,2019,11,17,Winter,4.3,0,1,0.1,0.0,54.708333333333336
2019-11-19,2019,11,19,Winter,0.6,0,1,0.0,0.0,29.958333333333332
2019-11-20,2019,11,20,Winter,1.2,0,1,0.0,0.0,51.666666666666664
2019-11-21,2019,11,21,Winter,2.5,0,1,0.4,0.0,72.0
2019-11-22,2019,11,22,Winter,7.2,0,0,0.0,0.0,83.375
2019-11-23,2019,11,23,Winter,10.1,0,0,0.0,0.0,69.29166666666667
2019-11-25,2019,11,25,Winter,-1.9,0,1,0.0,0.0,28.541666666666668
2019-11-26,2019,11,26,Winter,1.1,0,1,0.0,0.0,38.458333333333336
2019-11-27,2019,11,27,Winter,-2.2,0,1,0.0,0.0,25.083333333333332
2019-11-28,2019,11,28,Winter,-3.2,0,1,0.0,0.0,54.916666666666664
2019-11-30,2019,11,30,Winter,0.6,0,1,0.6,0.42000000000000004,57.791666666666664
2019-12-01,2019,12,1,Winter,0.4,0,1,0.0,0.0,32.333333333333336
2019-12-02,2019,12,2,Winter,2.2,0,1,0.0,0.0,32.708333333333336
2019-12-03,2019,12,3,Winter,3.6,0,1,0.0,0.0,41.0
2019-12-04,2019,12,4,Winter,2.8,0,1,0.0,0.0,44.791666666666664
2019-12-05,2019,12,5,Winter,-4.4,0,1,0.0,0.0,44.125
2019-12-06,2019,12,6,Winter,-3.2,0,1,0.0,0.0,70.25
2019-12-07,2019,12,7,Winter,-2.1,0,1,0.0,0.0,57.416666666666664
2019-12-08,2019,12,8,Winter,-3.1,0,1,0.0,0.0,70.29166666666667
2019-12-09,2019,12,9,Winter,-0.9,0,1,0.0,0.0,84.70833333333333
2019-12-10,2019,12,10,Winter,1.2,0,1,0.0,0.0,56.0
2019-12-11,2019,12,11,Winter,-1.4,0,1,0.0,0.0,32.208333333333336
2019-12-12,2019,12,12,Winter,-3.1,0,1,0.0,0.0,30.208333333333332
2019-12-13,2019,12,13,Winter,2.1,0,1,0.0,0.0,32.875
2019-12-14,2019,12,14,Winter,-0.8,0,1,0.0,0.0,46.208333333333336
2019-12-17,2019,12,17,Winter,-1.6,0,1,0.0,0.0,37.416666666666664
2019-12-19,2019,12,19,Winter,-3.9,0,1,0.0,0.0,32.458333333333336
2019-12-20,2019,12,20,Winter,-5.6,0,1,0.0,0.0,35.416666666666664
2019-12-21,2019,12,21,Winter,-2.9,0,1,0.0,0.0,38.5
2019-12-22,2019,12,22,Winter,-1.8,0,1,0.0,0.0,48.375
2019-12-23,2019,12,23,Winter,-0.9,0,1,0.0,0.0,50.0
2019-12-24,2019,12,24,Winter,-2.2,0,1,0.0,0.0,78.875
2019-12-25,2019,12,25,Winter,0.1,0,1,0.0,0.0,60.041666666666664
2019-12-26,2019,12,26,Winter,-1.8,0,1,0.0,0.0,45.916666666666664
2019-12-27,2019,12,27,Winter,-3.7,0,1,0.0,0.0,42.916666666666664
2019-12-28,2019,12,28,Winter,-2.8,0,1,0.0,0.0,60.416666666666664
2019-12-29,2019,12,29,Winter,-0.4,0,1,0.0,0.0,58.291666666666664
2019-12-31,2019,12,31,Winter,-8.7,0,1,0.0,0.0,22.291666666666668
2020-01-01,2020,1,1,Winter,-6.5,0,1,0.0,0.0,22.833333333333332
2020-01-02,2020,1,2,Winter,-2.7,0,1,0.0,0.0,29.0
2020-01-03,2020,1,3,Winter,-1.4,0,1,0.0,0.0,36.416666666666664
2020-01-04,2020,1,4,Winter,0.2,0,1,0.0,0.0,43.458333333333336
2020-01-07,2020,1,7,Winter,0.0,0,1,0.0,0.0,40.666666666666664
2020-01-09,2020,1,9,Winter,-3.0,0,1,0.0,0.0,65.375
2020-01-10,2020,1,10,Winter,0.5,0,1,0.0,0.0,65.29166666666667
2020-01-11,2020,1,11,Winter,-2.7,0,1,0.0,0.0,37.166666666666664
2020-01-12,2020,1,12,Winter,-3.6,0,1,0.0,0.0,45.166666666666664
2020-01-13,2020,1,13,Winter,-3.3,0,1,0.0,0.0,31.0
2020-01-14,2020,1,14,Winter,-5.9,0,1,0.0,0.0,37.25
2020-01-15,2020,1,15,Winter,-3.2,0,1,0.0,0.0,54.791666666666664
2020-01-16,2020,1,16,Winter,-3.9,0,1,0.0,0.0,40.583333333333336
2020-01-17,2020,1,17,Winter,-3.2,0,1,0.0,0.0,47.875
2020-01-18,2020,1,18,Winter,-3.2,0,1,0.0,0.0,78.33333333333333
2020-01-19,2020,1,19,Winter,1.7,0,1,0.0,0.0,37.5
2020-01-20,2020,1,20,Winter,-1.8,0,1,0.0,0.0,27.708333333333332
2020-01-21,2020,1,21,Winter,-2.3,0,1,0.0,0.0,47.666666666666664
2020-01-22,2020,1,22,Winter,-2.3,0,1,0.0,0.0,50.291666666666664
2020-01-23,2020,1,23,Winter,0.1,0,1,0.0,0.0,50.791666666666664
2020-01-24,2020,1,24,Winter,-2.7,0,1,0.0,0.0,68.375
2020-01-25,2020,1,25,Winter,-2.4,0,1,0.0,0.0,71.0
2020-01-26,2020,1,26,Winter,-2.0,0,1,0.0,0.0,64.41666666666667
2020-01-27,2020,1,27,Winter,-0.1,0,1,0.0,0.0,61.166666666666664
2020-01-28,2020,1,28,Winter,0.6,0,1,0.0,0.0,58.083333333333336
2020-01-29,2020,1,29,Winter,-0.3,0,1,0.0,0.0,62.041666666666664
2020-01-30,2020,1,30,Winter,-1.1,0,1,0.0,0.0,48.25
2020-01-31,2020,1,31,Winter,2.3,0,1,0.0,0.0,52.125
2020-02-03,2020,2,3,Spring,-2.6,0,1,0.0,0.0,39.208333333333336
2020-02-04,2020,2,4,Spring,-4.1,0,1,0.0,0.0,35.041666666666664
2020-02-09,2020,2,9,Spring,-0.5,0,1,0.0,0.0,69.16666666666667
2020-02-10,2020,2,10,Spring,1.8,0,1,0.0,0.0,59.166666666666664
2020-02-11,2020,2,11,Spring,2.1,0,1,0.0,0.0,74.16666666666667
2020-02-12,2020,2,12,Spring,2.8,0,1,0.0,0.0,83.79166666666667
2020-02-19,2020,2,19,Spring,2.8,0,1,0.0,0.0,69.125
2020-02-20,2020,2,20,Spring,1.3,0,1,0.0,0.0,78.625
2020-02-21,2020,2,21,Spring,4.4,0,1,0.5,0.0,65.25
2020-02-22,2020,2,22,Spring,3.4,0,1,0.0,0.0,34.416666666666664
2020-02-23,2020,2,23,Spring,3.2,0,1,0.0,0.0,48.666666666666664
2020-02-24,2020,2,24,Spring,5.9,0,1,0.0,0.0,52.666666666666664
2020-02-25,2020,2,25,Spring,6.1,0,0,0.0,0.0,43.458333333333336
2020-02-26,2020,2,26,Spring,4.2,0,0,0.0,0.0,48.541666666666664
2020-02-27,2020,2,27,Spring,2.3,0,1,0.0,0.0,45.333333333333336
2020-02-28,2020,2,28,Spring,3.9,0,1,0.0,0.0,68.20833333333333
2020-03-01,2020,3,1,Spring,2.9,0,1,0.0,0.0,53.333333333333336
2020-03-04,2020,3,4,Spring,1.1,0,1,0.0,0.0,30.041666666666668
2020-03-05,2020,3,5,Spring,2.8,0,1,0.0,0.0,42.375
2020-03-07,2020,3,7,Spring,8.9,0,0,0.0,0.0,62.458333333333336
2020-03-10,2020,3,10,Spring,4.2,0,1,0.0,0.0,27.375
2020-03-11,2020,3,11,Spring,6.5,0,1,0.0,0.0,41.291666666666664
2020-03-12,2020,3,12,Spring,8.4,0,1,0.0,0.0,40.416666666666664
2020-03-13,2020,3,13,Spring,5.8,0,1,0.0,0.0,24.708333333333332
2020-03-14,2020,3,14,Spring,8.8,0,1,0.0,0.0,25.416666666666668
2020-03-15,2020,3,15,Spring,9.0,0,0,0.0,0.0,34.5
2020-03-16,2020,3,16,Spring,4.9,0,1,0.0,0.0,56.625
2020-03-17,2020,3,17,Spring,12.8,0,0,0.0,0.0,44.041666666666664
2020-03-18,2020,3,18,Spring,13.4,0,0,0.0,0.0,28.375
2020-03-20,2020,3,20,Spring,16.1,0,0,0.0,0.0,29.791666666666668
2020-03-21,2020,3,21,Spring,11.2,0,0,0.0,0.0,27.791666666666668
2020-03-22,2020,3,22,Spring,12.2,0,0,0.0,0.0,34.041666666666664
2020-03-23,2020,3,23,Spring,12.7,0,0,0.0,0.0,27.833333333333332
2020-03-24,2020,3,24,Spring,13.7,0,0,0.4,0.0,42.583333333333336
2020-03-25,2020,3,25,Spring,15.8,0,0,0.0,0.0,50.458333333333336
2020-03-28,2020,3,28,Spring,7.4,0,1,0.0,0.0,18.625
2020-03-29,2020,3,29,Spring,9.9,0,1,0.0,0.0,34.583333333333336
2020-03-30,2020,3,30,Spring,12.5,0,0,0.0,0.0,47.291666666666664
2020-03-31,2020,3,31,Spring,13.6,0,0,0.1,0.0,51.041666666666664
2020-04-01,2020,4,1,Spring,10.0,0,0,0.0,0.0,17.333333333333332
2020-04-02,2020,4,2,Spring,12.9,0,0,0.0,0.0,33.416666666666664
2020-04-03,2020,4,3,Spring,18.7,0,0,0.0,0.0,23.083333333333332
2020-04-04,2020,4,4,Spring,11.7,0,0,0.0,0.0,19.0
2020-04-05,2020,4,5,Spring,11.9,0,0,0.0,0.0,27.583333333333332
2020-04-06,2020,4,6,Spring,15.8,0,0,0.0,0.0,34.791666666666664
2020-04-07,2020,4,7,Spring,11.9,0,0,0.2,0.0,25.875
2020-04-09,2020,4,9,Spring,9.9,0,0,0.30000000000000004,0.0,45.25
2020-04-10,2020,4,10,Spring,11.6,0,0,0.0,0.0,39.416666666666664
2020-04-11,2020,4,11,Spring,15.7,0,0,0.0,0.0,24.916666666666668
2020-04-12,2020,4,12,Spring,16.1,0,0,0.0,0.0,13.083333333333334
2020-04-13,2020,4,13,Spring,16.3,0,0,0.0,0.0,24.708333333333332
2020-04-14,2020,4,14,Spring,18.9,0,0,0.0,0.0,41.375
2020-04-16,2020,4,16,Spring,14.1,0,0,9.0,0.0,48.416666666666664
2020-04-17,2020,4,17,Spring,15.0,0,0,0.0,0.0,34.75
2020-04-18,2020,4,18,Spring,17.6,0,0,0.0,0.0,42.333333333333336
2020-04-23,2020,4,23,Spring,13.9,0,0,0.0,0.0,12.958333333333334
2020-04-24,2020,4,24,Spring,22.1,1,0,0.0,0.0,11.375
2020-04-25,2020,4,25,Spring,14.7,1,0,0.0,0.0,16.458333333333332
2020-04-26,2020,4,26,Spring,14.9,0,0,0.0,0.0,23.416666666666668
2020-04-27,2020,4,27,Spring,15.9,0,0,0.0,0.0,33.375
2020-04-28,2020,4,28,Spring,21.4,0,0,0.0,0.0,31.666666666666668
2020-04-29,2020,4,29,Spring,20.9,0,0,0.0,0.0,33.291666666666664
2020-04-30,2020,4,30,Spring,24.7,1,0,0.0,0.0,44.375
2020-05-01,2020,5,1,Summer,27.1,1,0,0.0,0.0,45.708333333333336
2020-05-02,2020,5,2,Summer,25.5,1,0,0.0,0.0,50.875
2020-05-03,2020,5,3,Summer,20.6,1,0,0.0,0.0,61.416666666666664
2020-05-04,2020,5,4,Summer,14.4,0,0,1.1,0.0,69.375
2020-05-05,2020,5,5,Summer,18.7,0,0,0.0,0.0,72.375
2020-05-06,2020,5,6,Summer,20.3,0,0,0.0,0.0,59.291666666666664
2020-05-09,2020,5,9,Summer,15.9,0,0,0.0,0.0,76.79166666666667
2020-05-10,2020,5,10,Summer,20.8,0,0,0.0,0.0,37.916666666666664
2020-05-12,2020,5,12,Summer,19.2,0,0,0.0,0.0,33.25
2020-05-13,2020,5,13,Summer,24.1,1,0,0.0,0.0,54.333333333333336
2020-05-14,2020,5,14,Summer,23.8,1,0,0.0,0.0,43.916666666666664
2020-05-15,2020,5,15,Summer,18.5,1,0,0.7,0.0,69.75
2020-05-16,2020,5,16,Summer,15.3,0,0,0.5,0.0,60.166666666666664
2020-05-17,2020,5,17,Summer,15.7,0,0,1.5,0.0,29.583333333333332
2020-05-18,2020,5,18,Summer,21.1,0,0,0.0,0.0,26.791666666666668
2020-05-19,2020,5,19,Summer,23.7,1,0,0.0,0.0,31.166666666666668
2020-05-24,2020,5,24,Summer,23.8,1,0,0.0,0.0,36.541666666666664
2020-05-27,2020,5,27,Summer,22.5,1,0,0.1,0.0,37.041666666666664
2020-05-28,2020,5,28,Summer,24.9,1,0,0.0,0.0,40.833333333333336
2020-05-29,2020,5,29,Summer,23.7,1,0,0.0,0.0,49.125
2020-06-02,2020,6,2,Summer,24.9,1,0,0.0,0.0,50.333333333333336
2020-06-03,2020,6,3,Summer,27.4,1,0,0.0,0.0,32.916666666666664
2020-06-04,2020,6,4,Summer,24.9,1,0,0.0,0.0,29.041666666666668
2020-06-05,2020,6,5,Summer,23.6,1,0,0.0,0.0,38.958333333333336
2020-06-06,2020,6,6,Summer,24.7,1,0,0.0,0.0,41.875
2020-06-07,2020,6,7,Summer,28.1,1,0,0.0,0.0,41.625
2020-06-08,2020,6,8,Summer,30.9,1,0,0.0,0.0,28.0
2020-06-09,2020,6,9,Summer,24.7,1,0,0.0,0.0,47.208333333333336
2020-06-11,2020,6,11,Summer,25.2,1,0,0.0,0.0,53.5
2020-06-12,2020,6,12,Summer,28.0,1,0,0.0,0.0,53.625
2020-06-13,2020,6,13,Summer,27.9,1,0,0.0,0.0,40.541666666666664
2020-06-14,2020,6,14,Summer,28.8,1,0,0.0,0.0,24.166666666666668
2020-06-15,2020,6,15,Summer,30.1,1,0,0.0,0.0,27.166666666666668
2020-06-16,2020,6,16,Summer,29.2,1,0,0.0,0.0,34.5
2020-06-17,2020,6,17,Summer,26.7,1,0,0.0,0.0,43.791666666666664
2020-06-19,2020,6,19,Summer,28.3,1,0,0.0,0.0,49.791666666666664
2020-06-20,2020,6,20,Summer,29.1,1,0,0.0,0.0,48.875
2020-06-21,2020,6,21,Summer,30.1,1,0,0.0,0.0,41.875
2020-06-22,2020,6,22,Summer,28.4,1,0,0.0,0.0,43.958333333333336
2020-06-23,2020,6,23,Summer,25.3,1,0,0.0,0.0,53.083333333333336
2020-06-26,2020,6,26,Summer,24.1,0,0,0.0,0.0,76.45833333333333
2020-06-27,2020,6,27,Summer,27.8,1,0,0.0,0.0,70.66666666666667
2020-06-28,2020,6,28,Summer,27.6,1,0,3.3,0.0,66.58333333333333
2020-06-29,2020,6,29,Summer,24.4,1,0,0.7,0.0,66.45833333333333
2020-06-30,2020,6,30,Summer,28.3,1,0,0.1,0.0,54.083333333333336
2020-07-01,2020,7,1,Summer,27.7,1,0,0.1,0.0,51.166666666666664
2020-07-03,2020,7,3,Summer,23.6,0,0,23.1,0.0,83.29166666666667
2020-07-04,2020,7,4,Summer,26.2,1,0,0.0,0.0,69.125
2020-07-05,2020,7,5,Summer,24.9,1,0,0.4,0.0,73.125
2020-07-07,2020,7,7,Summer,27.4,1,0,0.0,0.0,58.041666666666664
2020-07-08,2020,7,8,Summer,27.6,1,0,0.0,0.0,57.583333333333336
2020-07-13,2020,7,13,Summer,24.6,1,0,1.6,0.0,83.33333333333333
2020-07-14,2020,7,14,Summer,27.6,1,0,0.0,0.0,75.95833333333333
2020-07-15,2020,7,15,Summer,29.0,1,0,0.0,0.0,70.29166666666667
2020-07-16,2020,7,16,Summer,29.7,1,0,0.0,0.0,69.0
2020-07-18,2020,7,18,Summer,23.5,0,0,0.5,0.0,77.70833333333333
2020-07-19,2020,7,19,Summer,25.7,1,0,0.0,0.0,66.04166666666667
2020-07-20,2020,7,20,Summer,28.6,1,0,0.0,0.0,62.25
2020-07-21,2020,7,21,Summer,28.3,1,0,0.0,0.0,58.125
2020-07-22,2020,7,22,Summer,26.7,1,0,0.1,0.0,55.291666666666664
2020-07-23,2020,7,23,Summer,27.9,1,0,0.0,0.0,52.791666666666664
2020-07-24,2020,7,24,Summer,30.9,1,0,0.0,0.0,50.916666666666664
2020-07-25,2020,7,25,Summer,29.8,1,0,0.0,0.0,53.958333333333336
2020-07-28,2020,7,28,Summer,23.6,0,0,0.30000000000000004,0.0,77.625
2020-07-29,2020,7,29,Summer,26.6,1,0,0.0,0.0,76.45833333333333
2020-07-30,2020,7,30,Summer,29.3,1,0,0.0,0.0,65.375
2020-08-02,2020,8,2,Autumn,27.4,1,0,0.1,0.0,75.25
2020-08-03,2020,8,3,Autumn,29.2,1,0,0.0,0.0,67.79166666666667
2020-08-04,2020,8,4,Autumn,29.8,1,0,0.0,0.0,55.5
2020-08-06,2020,8,6,Autumn,27.9,1,0,0.8,0.0,81.16666666666667
2020-08-07,2020,8,7,Autumn,27.4,1,0,0.0,0.0,75.41666666666667
2020-08-08,2020,8,8,Autumn,27.1,1,0,0.0,0.0,71.95833333333333
2020-08-10,2020,8,10,Autumn,27.2,1,0,6.8,0.0,75.0
2020-08-11,2020,8,11,Autumn,30.1,1,0,0.1,0.0,75.0
2020-08-14,2020,8,14,Autumn,30.0,1,0,0.0,0.0,83.66666666666667
