date,tavg,tmin,tmax,prcp,snow,wspd,pres,year,month,day,season,breeding_season,temp_range,extreme_high,extreme_low,rain_day,strong_wind,GDD
2017-01-01,-4.4,-6.0,0.0,0.0,0.0,4.8,1025.4,2017,1,1,Winter,0,6.0,0,1,0,0,0.0
2017-01-02,-1.2,-8.0,8.0,0.0,0.0,7.5,1025.6,2017,1,2,Winter,0,16.0,0,1,0,0,0.0
2017-01-03,-1.7,-8.0,9.0,0.0,0.0,5.1,1022.8,2017,1,3,Winter,0,17.0,0,1,0,0,0.0
2017-01-04,-0.1,-9.0,5.0,0.0,0.0,5.6,1026.3,2017,1,4,Winter,0,14.0,0,1,0,0,0.0
2017-01-05,-0.9,-3.0,3.6,0.0,0.0,6.9,1030.6,2017,1,5,Winter,0,6.6,0,1,0,0,0.0
2017-01-06,0.4,-4.6,5.3,0.0,0.0,3.3,1027.0,2017,1,6,Winter,0,9.899999999999999,0,1,0,0,0.0
2017-01-09,0.3,-3.0,4.0,0.0,0.0,17.1,1025.9,2017,1,9,Winter,0,7.0,0,1,0,1,0.0
2017-01-10,-2.4,-6.0,4.3,0.0,0.0,15.8,1029.2,2017,1,10,Winter,0,10.3,0,1,0,1,0.0
2017-01-11,-0.8,-9.0,7.0,0.0,0.0,8.0,1025.1,2017,1,11,Winter,0,16.0,0,1,0,0,0.0
2017-01-12,1.7,-7.0,6.0,0.0,0.0,10.6,1020.8,2017,1,12,Winter,0,13.0,0,1,0,1,0.0
2017-01-14,-2.1,-9.0,3.0,0.0,0.0,9.5,1033.0,2017,1,14,Winter,0,12.0,0,1,0,0,0.0
2017-01-15,-3.0,-5.1,-1.0,0.0,0.0,6.9,1033.4,2017,1,15,Winter,0,4.1,0,1,0,0,0.0
2017-01-16,-1.6,-4.4,-0.1,0.0,0.0,4.8,1031.8,2017,1,16,Winter,0,4.300000000000001,0,1,0,0,0.0
2017-01-17,-2.6,-6.0,3.0,0.0,0.0,5.6,1030.8,2017,1,17,Winter,0,9.0,0,1,0,0,0.0
2017-01-18,-2.3,-5.8,2.0,0.0,0.0,8.6,1033.1,2017,1,18,Winter,0,7.8,0,1,0,0,0.0
2017-01-20,-6.2,-12.0,0.0,0.0,0.0,10.0,1033.6,2017,1,20,Winter,0,12.0,0,1,0,1,0.0
2017-01-21,-5.1,-12.0,0.0,0.0,0.0,18.2,1031.0,2017,1,21,Winter,0,12.0,0,1,0,1,0.0
2017-01-22,-6.6,-12.0,0.0,0.0,0.0,8.5,1035.3,2017,1,22,Winter,0,12.0,0,1,0,0,0.0
2017-01-23,-6.8,-12.0,0.0,0.0,0.0,6.8,1035.6,2017,1,23,Winter,0,12.0,0,1,0,0,0.0
2017-01-24,-3.4,-13.0,3.0,0.0,0.0,5.1,1036.7,2017,1,24,Winter,0,16.0,0,1,0,0,0.0
2017-01-25,-2.9,-9.0,3.0,0.0,0.0,5.0,1031.6,2017,1,25,Winter,0,12.0,0,1,0,0,0.0
2017-01-26,0.4,-6.0,9.0,0.0,0.0,16.5,1024.4,2017,1,26,Winter,0,15.0,0,1,0,1,0.0
2017-01-27,-1.9,-7.0,4.0,0.0,0.0,10.5,1030.0,2017,1,27,Winter,0,11.0,0,1,0,1,0.0
2017-01-28,-1.6,-7.0,2.0,0.0,0.0,4.5,1021.6,2017,1,28,Winter,0,9.0,0,1,0,0,0.0
2017-01-30,-2.3,-13.0,1.0,0.0,0.0,11.4,1036.8,2017,1,30,Winter,0,14.0,0,1,0,1,0.0
2017-01-31,-1.5,-7.0,6.0,0.0,0.0,7.2,1029.3,2017,1,31,Winter,0,13.0,0,1,0,0,0.0
2017-02-01,-3.1,-7.0,4.0,0.0,0.0,10.4,1037.0,2017,2,1,Spring,0,11.0,0,1,0,1,0.0
2017-02-02,-2.3,-10.0,5.0,0.0,0.0,6.9,1030.4,2017,2,2,Spring,0,15.0,0,1,0,0,0.0
2017-02-03,0.2,-8.0,6.0,0.0,0.0,4.6,1023.3,2017,2,3,Spring,0,14.0,0,1,0,0,0.0
2017-02-04,3.3,-4.0,9.0,0.0,0.0,6.8,1018.4,2017,2,4,Spring,0,13.0,0,1,0,0,0.0
2017-02-05,3.8,-4.0,8.7,0.0,0.0,15.4,1022.4,2017,2,5,Spring,0,12.7,0,1,0,1,0.0
2017-02-06,0.4,-2.0,4.0,0.0,0.0,11.7,1031.9,2017,2,6,Spring,0,6.0,0,1,0,1,0.0
2017-02-07,-1.9,-4.0,2.4,0.0,0.0,5.2,1031.3,2017,2,7,Spring,0,6.4,0,1,0,0,0.0
2017-02-11,0.2,-7.0,9.0,0.0,0.0,8.4,1028.2,2017,2,11,Spring,0,16.0,0,1,0,0,0.0
2017-02-12,0.9,-8.0,10.0,0.0,0.0,5.9,1026.7,2017,2,12,Spring,0,18.0,0,1,0,0,0.0
2017-02-13,3.4,-7.0,12.0,0.0,0.0,7.4,1031.5,2017,2,13,Spring,0,19.0,0,1,0,0,0.0
2017-02-14,-1.1,-7.0,5.0,0.0,0.0,5.2,1032.8,2017,2,14,Spring,0,12.0,0,1,0,0,0.0
2017-02-15,2.5,-3.4,8.0,0.0,0.0,6.2,1020.5,2017,2,15,Spring,0,11.4,0,1,0,0,0.0
2017-02-16,3.7,0.0,9.0,0.0,0.0,17.8,1019.2,2017,2,16,Spring,0,9.0,0,1,0,1,0.0
2017-02-17,1.0,-5.0,6.0,0.0,0.0,17.0,1030.5,2017,2,17,Spring,0,11.0,0,1,0,1,0.0
2017-02-18,3.5,-7.0,10.0,0.0,0.0,7.2,1021.9,2017,2,18,Spring,0,17.0,0,1,0,0,0.0
2017-02-19,5.0,-3.0,14.0,0.0,0.0,16.2,1010.8,2017,2,19,Spring,0,17.0,0,1,0,1,0.0
2017-02-20,-0.8,-4.0,4.5,0.0,0.0,13.1,1031.1,2017,2,20,Spring,0,8.5,0,1,0,1,0.0
2017-02-22,1.5,-5.0,7.0,0.0,0.0,14.7,1023.6,2017,2,22,Spring,0,12.0,0,1,0,1,0.0
2017-02-23,3.3,-4.0,8.0,0.0,0.0,13.4,1028.3,2017,2,23,Spring,0,12.0,0,1,0,1,0.0
2017-02-24,6.3,-4.2,12.0,0.0,0.0,12.3,1024.9,2017,2,24,Spring,0,16.2,0,1,0,1,1.2999999999999998
2017-02-25,5.4,2.0,14.0,0.0,0.0,12.2,1022.9,2017,2,25,Spring,0,12.0,0,0,0,1,0.40000000000000036
2017-02-26,5.6,-3.0,13.0,0.0,0.0,7.4,1024.4,2017,2,26,Spring,0,16.0,0,1,0,0,0.5999999999999996
2017-02-27,8.3,-0.8,16.0,0.0,0.0,7.0,1021.0,2017,2,27,Spring,0,16.8,0,1,0,0,3.3000000000000007
2017-02-28,10.1,4.0,16.0,0.0,0.0,11.8,1018.8,2017,2,28,Spring,0,12.0,0,0,0,1,5.1
2017-03-02,5.9,-4.0,14.6,0.0,0.0,9.5,1017.9,2017,3,2,Spring,1,18.6,0,1,0,0,0.9000000000000004
2017-03-03,5.9,-3.0,14.4,0.0,0.0,10.2,1014.2,2017,3,3,Spring,1,17.4,0,1,0,1,0.9000000000000004
2017-03-04,6.9,-1.8,12.0,0.0,0.0,5.4,1017.5,2017,3,4,Spring,1,13.8,0,1,0,0,1.9000000000000004
2017-03-05,3.7,1.8,10.6,0.0,0.0,17.1,1023.1,2017,3,5,Spring,1,8.799999999999999,0,0,0,1,0.0
2017-03-06,3.1,-4.0,8.3,0.0,0.0,12.6,1020.6,2017,3,6,Spring,1,12.3,0,1,0,1,0.0
2017-03-09,9.4,-0.3,17.1,0.0,0.0,16.0,1014.1,2017,3,9,Spring,1,17.400000000000002,0,1,0,1,4.4
2017-03-10,11.8,0.1,19.0,0.0,0.0,7.0,1015.8,2017,3,10,Spring,1,18.9,0,0,0,0,6.800000000000001
2017-03-11,12.8,5.0,20.0,0.0,0.0,11.2,1017.9,2017,3,11,Spring,1,15.0,0,0,0,1,7.800000000000001
2017-03-12,6.8,5.0,13.0,0.0,0.0,15.6,1026.6,2017,3,12,Spring,1,8.0,0,0,0,1,1.7999999999999998
2017-03-13,8.6,-1.0,15.0,0.0,0.0,9.0,1026.9,2017,3,13,Spring,1,16.0,0,1,0,0,3.5999999999999996
2017-03-14,9.1,-2.0,17.0,0.0,0.0,9.0,1025.8,2017,3,14,Spring,1,19.0,0,1,0,0,4.1
2017-03-15,7.6,-1.0,14.6,0.0,0.0,8.1,1023.9,2017,3,15,Spring,1,15.6,0,1,0,0,2.5999999999999996
2017-03-16,10.6,2.0,16.0,0.0,0.0,7.5,1019.1,2017,3,16,Spring,1,14.0,0,0,0,0,5.6
2017-03-17,9.1,6.0,15.0,0.0,0.0,8.1,1019.1,2017,3,17,Spring,1,9.0,0,0,0,0,4.1
2017-03-18,12.0,4.0,19.0,0.0,0.0,8.7,1023.5,2017,3,18,Spring,1,15.0,0,0,0,0,7.0
2017-03-19,12.4,5.6,18.0,0.0,0.0,7.7,1024.2,2017,3,19,Spring,1,12.4,0,0,0,0,7.4
2017-03-21,8.8,1.0,14.0,0.0,0.0,9.3,1024.5,2017,3,21,Spring,1,13.0,0,0,0,0,3.8000000000000007
2017-03-26,9.5,7.0,13.5,0.0,0.0,15.9,1020.7,2017,3,26,Spring,1,6.5,0,0,0,1,4.5
2017-03-27,10.4,4.0,15.0,0.0,0.0,11.1,1020.55,2017,3,27,Spring,1,11.0,0,0,0,1,5.4
2017-03-28,10.4,3.0,17.0,0.0,0.0,10.2,1020.4,2017,3,28,Spring,1,14.0,0,0,0,1,5.4
2017-03-29,12.9,5.2,19.0,0.0,0.0,8.1,1021.6999999999999,2017,3,29,Spring,1,13.8,0,0,0,0,7.9
2017-03-30,11.7,8.0,16.0,0.0,0.0,8.4,1023.0,2017,3,30,Spring,1,8.0,0,0,0,0,6.699999999999999
2017-03-31,12.3,3.0,17.0,0.0,0.0,10.6,1024.3,2017,3,31,Spring,1,14.0,0,0,0,1,7.300000000000001
2017-04-01,13.7,3.0,22.0,0.0,0.0,9.9,1021.05,2017,4,1,Spring,1,19.0,0,0,0,0,8.7
2017-04-02,14.3,4.0,24.0,0.0,0.0,6.3,1017.8,2017,4,2,Spring,1,20.0,0,0,0,0,9.3
2017-04-03,17.6,7.7,25.0,0.0,0.0,9.0,1017.1,2017,4,3,Spring,1,17.3,0,0,0,0,12.600000000000001
2017-04-04,16.6,10.0,19.3,0.0,0.0,9.0,1016.325,2017,4,4,Spring,1,9.3,0,0,0,0,11.600000000000001
2017-04-05,14.2,12.0,20.0,0.0,0.0,11.2,1015.55,2017,4,5,Spring,1,8.0,0,0,0,1,9.2
2017-04-06,18.1,9.2,26.0,0.0,0.0,8.1,1014.775,2017,4,6,Spring,1,16.8,0,0,0,0,13.100000000000001
2017-04-07,14.1,12.0,17.0,0.0,0.0,7.5,1014.0,2017,4,7,Spring,1,5.0,0,0,0,0,9.1
2017-04-08,13.3,10.7,18.0,0.0,0.0,9.5,1017.5,2017,4,8,Spring,1,7.300000000000001,0,0,0,0,8.3
2017-04-09,14.1,6.0,19.0,0.0,0.0,8.7,1020.5,2017,4,9,Spring,1,13.0,0,0,0,0,9.1
2017-04-10,15.3,8.0,20.0,0.0,0.0,8.4,1011.3,2017,4,10,Spring,1,12.0,0,0,0,0,10.3
2017-04-11,13.5,8.8,22.0,0.0,0.0,16.0,1014.8,2017,4,11,Spring,1,13.2,0,0,0,1,8.5
2017-04-12,14.9,2.0,26.0,0.0,0.0,9.0,1013.2,2017,4,12,Spring,1,24.0,0,0,0,0,9.9
2017-04-13,13.7,5.7,20.0,0.0,0.0,7.2,1010.0,2017,4,13,Spring,1,14.3,0,0,0,0,8.7
2017-04-14,18.2,7.0,28.0,0.0,0.0,8.1,1004.0,2017,4,14,Spring,1,21.0,0,0,0,0,13.2
2017-04-15,23.1,10.3,31.0,0.0,0.0,9.9,1007.4,2017,4,15,Spring,1,20.7,1,0,0,0,18.1
2017-04-16,17.6,11.0,24.0,0.0,0.0,8.4,1008.7,2017,4,16,Spring,1,13.0,0,0,0,0,12.600000000000001
2017-04-17,20.6,10.8,25.3,0.0,0.0,11.8,1000.5,2017,4,17,Spring,1,14.5,0,0,0,1,15.600000000000001
2017-04-19,10.2,7.0,16.1,0.0,0.0,7.0,1008.2,2017,4,19,Spring,1,9.100000000000001,0,0,0,0,5.199999999999999
2017-04-20,15.9,5.6,23.1,0.0,0.0,8.1,1009.8,2017,4,20,Spring,1,17.5,0,0,0,0,10.9
2017-04-21,16.7,7.0,22.3,0.0,0.0,12.0,1014.7,2017,4,21,Spring,1,15.3,0,0,0,1,11.7
2017-04-22,20.4,9.5,27.0,0.0,0.0,14.8,1008.5,2017,4,22,Spring,1,17.5,0,0,0,1,15.399999999999999
2017-04-23,16.8,13.0,25.0,0.0,0.0,14.8,1008.5,2017,4,23,Spring,1,12.0,0,0,0,1,11.8
2017-04-24,17.3,9.0,23.0,0.0,0.0,16.0,1012.3,2017,4,24,Spring,1,14.0,0,0,0,1,12.3
2017-04-25,13.5,11.0,20.1,0.0,0.0,11.6,1021.2,2017,4,25,Spring,1,9.100000000000001,0,0,0,1,8.5
2017-04-26,18.9,6.0,24.0,0.0,0.0,12.8,1021.7,2017,4,26,Spring,1,18.0,0,0,0,1,13.899999999999999
2017-04-28,25.3,12.9,32.0,0.0,0.0,11.2,1005.5,2017,4,28,Spring,1,19.1,1,0,0,1,20.3
2017-04-29,25.6,13.0,35.0,0.0,0.0,13.6,1002.4,2017,4,29,Spring,1,22.0,1,0,0,1,20.6
2017-04-30,21.0,13.0,29.0,0.0,0.0,11.9,1008.1,2017,4,30,Spring,1,16.0,0,0,0,1,16.0
2017-05-01,19.9,10.0,27.0,0.0,0.0,7.4,1015.8,2017,5,1,Summer,1,17.0,0,0,0,0,14.899999999999999
2017-05-02,22.9,13.5,28.0,0.0,0.0,8.4,1015.1,2017,5,2,Summer,1,14.5,0,0,0,0,17.9
2017-05-04,21.3,15.9,25.0,0.0,0.0,13.8,1014.6,2017,5,4,Summer,1,9.1,0,0,0,1,16.3
2017-05-06,20.7,8.0,30.0,0.0,0.0,13.8,1012.6,2017,5,6,Summer,1,22.0,1,0,0,1,15.7
2017-05-07,23.9,10.0,31.0,0.0,0.0,11.9,1012.3,2017,5,7,Summer,1,21.0,1,0,0,1,18.9
2017-05-08,23.6,14.7,30.0,0.0,0.0,6.3,1007.0,2017,5,8,Summer,1,15.3,1,0,0,0,18.6
2017-05-09,21.0,16.8,28.0,0.0,0.0,14.7,1007.0,2017,5,9,Summer,1,11.2,0,0,0,1,16.0
2017-05-10,23.6,13.0,33.0,0.0,0.0,10.5,1005.7,2017,5,10,Summer,1,20.0,1,0,0,1,18.6
2017-05-12,22.4,10.0,29.0,0.0,0.0,14.6,1004.5,2017,5,12,Summer,1,19.0,0,0,0,1,17.4
2017-05-14,21.9,17.7,27.1,0.0,0.0,10.6,1013.5,2017,5,14,Summer,1,9.400000000000002,0,0,0,1,16.9
2017-05-15,22.4,12.0,28.0,0.0,0.0,8.5,1013.9,2017,5,15,Summer,1,16.0,0,0,0,0,17.4
2017-05-16,25.1,15.0,32.0,0.0,0.0,10.6,1006.6,2017,5,16,Summer,1,17.0,1,0,0,1,20.1
2017-05-17,25.3,17.7,32.0,0.0,0.0,8.1,1004.5,2017,5,17,Summer,1,14.3,1,0,0,0,20.3
2017-05-18,28.8,19.7,35.0,0.0,0.0,9.0,1006.4,2017,5,18,Summer,1,15.3,1,0,0,0,23.8
2017-05-19,29.0,22.8,37.0,0.0,0.0,10.0,1006.3,2017,5,19,Summer,1,14.2,1,0,0,1,24.0
2017-05-21,23.8,19.9,29.0,0.0,0.0,12.0,1010.1,2017,5,21,Summer,1,9.100000000000001,0,0,0,1,18.8
2017-05-23,22.6,13.0,31.0,0.0,0.0,9.3,1013.8,2017,5,23,Summer,1,18.0,1,0,0,0,17.6
2017-05-24,26.6,13.6,34.0,0.0,0.0,14.8,1008.4,2017,5,24,Summer,1,20.4,1,0,0,1,21.6
2017-05-25,22.9,17.0,29.0,0.0,0.0,14.0,1010.8,2017,5,25,Summer,1,12.0,0,0,0,1,17.9
2017-05-26,22.7,14.7,29.0,0.0,0.0,8.4,1009.6,2017,5,26,Summer,1,14.3,0,0,0,0,17.7
2017-05-27,24.7,18.0,30.5,0.0,0.0,9.0,1005.0,2017,5,27,Summer,1,12.5,1,0,0,0,19.7
2017-05-28,29.4,20.3,37.0,0.0,0.0,10.4,1005.0,2017,5,28,Summer,1,16.7,1,0,0,1,24.4
2017-05-29,21.1,19.0,27.0,0.0,0.0,10.0,1011.2,2017,5,29,Summer,1,8.0,0,0,0,1,16.1
2017-05-31,25.4,16.0,34.0,0.0,0.0,11.0,999.3,2017,5,31,Summer,1,18.0,1,0,0,1,20.4
2017-06-01,25.4,16.2,31.0,0.0,0.0,10.5,1003.7,2017,6,1,Summer,1,14.8,1,0,0,1,20.4
2017-06-02,17.5,16.4,22.0,0.0,0.0,13.1,1007.1,2017,6,2,Summer,1,5.600000000000001,0,0,0,1,12.5
2017-06-03,22.1,12.6,28.0,0.0,0.0,8.0,1011.6,2017,6,3,Summer,1,15.4,0,0,0,0,17.1
2017-06-04,25.2,15.4,32.0,0.0,0.0,8.4,1009.8,2017,6,4,Summer,1,16.6,1,0,0,0,20.2
2017-06-09,28.1,16.0,38.0,0.0,0.0,13.1,1002.0,2017,6,9,Summer,1,22.0,1,0,0,1,23.1
2017-06-10,23.4,18.0,30.0,0.0,0.0,10.4,1008.5,2017,6,10,Summer,1,12.0,1,0,0,1,18.4
2017-06-12,22.9,18.0,26.8,0.0,0.0,10.6,1012.6,2017,6,12,Summer,1,8.8,0,0,0,1,17.9
2017-06-14,28.6,16.1,37.0,0.0,0.0,10.4,1010.5,2017,6,14,Summer,1,20.9,1,0,0,1,23.6
2017-06-15,31.2,19.0,39.0,0.0,0.0,8.8,1005.6,2017,6,15,Summer,1,20.0,1,0,0,0,26.2
2017-06-16,31.7,23.5,39.0,0.0,0.0,13.5,1004.2,2017,6,16,Summer,1,15.5,1,0,0,1,26.7
2017-06-17,30.7,23.8,35.0,0.0,0.0,13.5,1002.9,2017,6,17,Summer,1,11.2,1,0,0,1,25.7
2017-06-19,28.3,20.0,36.0,0.0,0.0,10.5,1001.4,2017,6,19,Summer,1,16.0,1,0,0,1,23.3
2017-06-20,28.4,21.0,34.0,0.0,0.0,9.9,1002.3,2017,6,20,Summer,1,13.0,1,0,0,0,23.4
2017-06-25,24.6,17.9,31.2,0.0,0.0,6.1,1004.1,2017,6,25,Summer,1,13.3,1,0,0,0,19.6
2017-06-26,28.6,19.8,34.0,0.0,0.0,8.6,1005.6,2017,6,26,Summer,1,14.2,1,0,0,0,23.6
2017-06-27,28.3,22.9,35.0,0.0,0.0,8.7,1005.5,2017,6,27,Summer,1,12.100000000000001,1,0,0,0,23.3
2017-06-28,28.7,23.0,34.3,0.0,0.0,6.8,1005.7,2017,6,28,Summer,1,11.299999999999997,1,0,0,0,23.7
2017-06-29,29.1,24.6,34.0,0.0,0.0,9.2,1005.4,2017,6,29,Summer,1,9.399999999999999,1,0,0,0,24.1
2017-06-30,29.8,24.2,35.0,0.0,0.0,8.85,1003.0,2017,6,30,Summer,1,10.8,1,0,0,0,24.8
2017-07-01,29.9,26.6,35.5,0.0,0.0,8.5,1001.1,2017,7,1,Summer,1,8.899999999999999,1,0,0,0,24.9
2017-07-02,28.5,25.0,33.7,0.0,0.0,9.5,1002.0,2017,7,2,Summer,1,8.700000000000003,1,0,0,0,23.5
2017-07-05,28.1,24.5,31.6,0.0,0.0,8.1,1006.8,2017,7,5,Summer,1,7.100000000000001,1,0,0,0,23.1
2017-07-08,27.9,20.6,32.0,0.0,0.0,8.1,997.6,2017,7,8,Summer,1,11.399999999999999,1,0,0,0,22.9
2017-07-09,29.7,25.0,37.0,0.0,0.0,8.6,997.5,2017,7,9,Summer,1,12.0,1,0,0,0,24.7
2017-07-10,29.5,22.0,38.0,0.0,0.0,10.0,997.5,2017,7,10,Summer,1,16.0,1,0,0,1,24.5
2017-07-11,29.3,24.0,34.7,0.0,0.0,6.3,1000.4,2017,7,11,Summer,1,10.700000000000003,1,0,0,0,24.3
2017-07-12,31.7,24.8,35.2,0.0,0.0,7.8,1001.1,2017,7,12,Summer,1,10.400000000000002,1,0,0,0,26.7
2017-07-13,30.1,28.5,35.3,0.0,0.0,10.2,999.1,2017,7,13,Summer,1,6.799999999999997,1,0,0,1,25.1
2017-07-17,28.7,26.0,32.9,0.0,0.0,6.8,1008.3,2017,7,17,Summer,1,6.899999999999999,1,0,0,0,23.7
2017-07-19,29.1,26.0,32.4,0.0,0.0,6.9,1001.8,2017,7,19,Summer,1,6.399999999999999,1,0,0,0,24.1
2017-07-22,25.1,21.4,27.6,0.0,0.0,5.9,1009.4,2017,7,22,Summer,1,6.200000000000003,0,0,0,0,20.1
2017-07-23,25.7,24.0,28.0,0.0,0.0,4.6,1005.5,2017,7,23,Summer,1,4.0,0,0,0,0,20.7
2017-07-24,26.1,24.0,29.6,0.0,0.0,6.0,1004.7,2017,7,24,Summer,1,5.600000000000001,0,0,0,0,21.1
2017-07-25,26.6,24.0,30.0,0.0,0.0,8.2,1008.2,2017,7,25,Summer,1,6.0,1,0,0,0,21.6
2017-07-28,25.9,23.0,31.0,0.0,0.0,6.1,1011.8,2017,7,28,Summer,1,8.0,1,0,0,0,20.9
2017-07-29,24.6,21.0,30.0,0.0,0.0,9.5,1008.6,2017,7,29,Summer,1,9.0,1,0,0,0,19.6
2017-07-30,26.0,19.5,31.0,0.0,0.0,8.4,1004.9,2017,7,30,Summer,1,11.5,1,0,0,0,21.0
2017-07-31,27.5,22.1,32.0,0.0,0.0,6.6,1006.2,2017,7,31,Summer,1,9.899999999999999,1,0,0,0,22.5
2017-08-01,28.2,25.0,32.2,0.0,0.0,8.2,1006.9,2017,8,1,Autumn,0,7.200000000000003,1,0,0,0,23.2
2017-08-03,30.6,24.4,36.0,0.0,0.0,12.4,995.6,2017,8,3,Autumn,0,11.600000000000001,1,0,0,1,25.6
2017-08-04,30.4,25.0,38.0,0.0,0.0,9.3,1000.1,2017,8,4,Autumn,0,13.0,1,0,0,0,25.4
2017-08-06,29.7,22.0,35.5,0.0,0.0,9.3,999.8,2017,8,6,Autumn,0,13.5,1,0,0,0,24.7
2017-08-07,29.6,22.0,36.0,0.0,0.0,8.2,1000.2,2017,8,7,Autumn,0,14.0,1,0,0,0,24.6
2017-08-09,24.9,21.9,29.7,0.0,0.0,6.4,997.7,2017,8,9,Autumn,0,7.800000000000001,0,0,0,0,19.9
2017-08-10,28.1,24.0,32.0,0.0,0.0,7.0,999.0,2017,8,10,Autumn,0,8.0,1,0,0,0,23.1
2017-08-15,27.3,22.9,31.0,0.0,0.0,6.9,1005.9,2017,8,15,Autumn,0,8.100000000000001,1,0,0,0,22.3
2017-08-17,26.1,20.5,31.0,0.0,0.0,6.8,1008.0,2017,8,17,Autumn,0,10.5,1,0,0,0,21.1
2017-08-21,29.1,24.5,34.0,0.0,0.0,7.0,1005.1,2017,8,21,Autumn,0,9.5,1,0,0,0,24.1
2017-08-24,24.9,19.0,32.0,0.0,0.0,11.1,1009.1,2017,8,24,Autumn,0,13.0,1,0,0,1,19.9
2017-08-25,25.1,16.0,32.0,0.0,0.0,11.6,1011.5,2017,8,25,Autumn,0,16.0,1,0,0,1,20.1
2017-08-26,24.2,17.0,28.0,0.0,0.0,7.4,1014.5,2017,8,26,Autumn,0,11.0,0,0,0,0,19.2
2017-08-29,21.1,13.0,28.0,0.0,0.0,10.2,1018.2,2017,8,29,Autumn,0,15.0,0,0,0,1,16.1
2017-08-30,23.1,15.6,28.0,0.0,0.0,7.0,1013.4,2017,8,30,Autumn,0,12.4,0,0,0,0,18.1
2017-08-31,22.7,19.3,27.0,0.0,0.0,8.2,1013.1,2017,8,31,Autumn,0,7.699999999999999,0,0,0,0,17.7
2017-09-01,23.3,18.2,28.0,0.0,0.0,7.2,1011.5,2017,9,1,Autumn,0,9.8,0,0,0,0,18.3
2017-09-02,23.2,20.0,29.0,0.0,0.0,8.1,1011.9,2017,9,2,Autumn,0,9.0,0,0,0,0,18.2
2017-09-03,23.8,18.3,29.0,0.0,0.0,9.3,1012.1,2017,9,3,Autumn,0,10.7,0,0,0,0,18.8
2017-09-04,24.1,20.1,28.0,0.0,0.0,8.2,1010.8,2017,9,4,Autumn,0,7.899999999999999,0,0,0,0,19.1
2017-09-05,24.4,21.0,30.5,0.0,0.0,12.8,1009.1,2017,9,5,Autumn,0,9.5,1,0,0,1,19.4
2017-09-06,23.2,17.0,32.0,0.0,0.0,7.2,1007.3,2017,9,6,Autumn,0,15.0,1,0,0,0,18.2
2017-09-07,25.2,18.8,32.0,0.0,0.0,7.2,1005.8,2017,9,7,Autumn,0,13.2,1,0,0,0,20.2
2017-09-08,26.7,21.3,32.0,0.0,0.0,6.9,1007.3,2017,9,8,Autumn,0,10.7,1,0,0,0,21.7
2017-09-09,25.2,22.4,29.7,0.0,0.0,10.4,1010.2,2017,9,9,Autumn,0,7.300000000000001,0,0,0,1,20.2
2017-09-11,21.1,16.0,29.0,0.0,0.0,8.6,1012.1,2017,9,11,Autumn,0,13.0,0,0,0,0,16.1
2017-09-12,23.4,16.4,30.0,0.0,0.0,6.8,1015.9,2017,9,12,Autumn,0,13.600000000000001,1,0,0,0,18.4
2017-09-13,24.1,18.0,30.0,0.0,0.0,5.7,1017.9,2017,9,13,Autumn,0,12.0,1,0,0,0,19.1
2017-09-14,24.3,19.0,30.0,0.0,0.0,8.1,1017.2,2017,9,14,Autumn,0,11.0,1,0,0,0,19.3
2017-09-15,21.3,19.0,28.2,0.0,0.0,5.1,1016.9,2017,9,15,Autumn,0,9.2,0,0,0,0,16.3
2017-09-16,21.3,17.0,29.0,0.0,0.0,4.8,1013.2,2017,9,16,Autumn,0,12.0,0,0,0,0,16.3
2017-09-17,20.4,14.0,30.0,0.0,0.0,8.6,1011.6,2017,9,17,Autumn,0,16.0,1,0,0,0,15.399999999999999
2017-09-18,22.1,13.0,31.0,0.0,0.0,6.8,1005.9,2017,9,18,Autumn,0,18.0,1,0,0,0,17.1
2017-09-19,20.8,13.0,31.0,0.0,0.0,12.2,1009.6,2017,9,19,Autumn,0,18.0,1,0,0,1,15.8
2017-09-20,20.4,10.0,28.3,0.0,0.0,7.5,1013.7,2017,9,20,Autumn,0,18.3,0,0,0,0,15.399999999999999
2017-09-21,22.3,15.3,28.0,0.0,0.0,6.1,1008.4,2017,9,21,Autumn,0,12.7,0,0,0,0,17.3
2017-09-22,20.3,16.0,28.0,0.0,0.0,12.8,1009.1,2017,9,22,Autumn,0,12.0,0,0,0,1,15.3
2017-09-23,20.7,13.4,27.7,0.0,0.0,5.0,1011.3,2017,9,23,Autumn,0,14.299999999999999,0,0,0,0,15.7
2017-09-24,24.2,18.2,30.0,0.0,0.0,7.2,1010.1,2017,9,24,Autumn,0,11.8,1,0,0,0,19.2
2017-09-25,23.0,21.0,28.0,0.0,0.0,6.8,1011.3,2017,9,25,Autumn,0,7.0,0,0,0,0,18.0
2017-09-26,16.1,15.0,22.3,0.0,0.0,10.4,1013.8,2017,9,26,Autumn,0,7.300000000000001,0,0,0,1,11.100000000000001
2017-09-27,15.1,10.0,20.8,0.0,0.0,5.6,1016.3,2017,9,27,Autumn,0,10.8,0,0,0,0,10.1
2017-09-28,16.1,8.0,23.0,0.0,0.0,14.4,1016.0,2017,9,28,Autumn,0,15.0,0,0,0,1,11.100000000000001
2017-09-29,16.4,9.1,26.0,0.0,0.0,5.0,1012.4,2017,9,29,Autumn,0,16.9,0,0,0,0,11.399999999999999
2017-09-30,19.2,13.9,24.4,0.0,0.0,5.7,1013.6,2017,9,30,Autumn,0,10.499999999999998,0,0,0,0,14.2
