year,month,common_name,species_records,total_records,species_proportion,year_month
2018,6,Koklass Pheasant,5,3311,0.0015101177891875567,2018-06-01
2018,7,Koklass Pheasant,1,641,0.0015600624024961,2018-07-01
2018,9,Koklass Pheasant,4,5634,0.0007099751508697196,2018-09-01
2019,4,Koklass Pheasant,1,5673,0.00017627357659086903,2019-04-01
2019,6,Koklass Pheasant,17,3659,0.004646078163432632,2019-06-01
2019,10,Koklass Pheasant,1,3489,0.00028661507595299513,2019-10-01
2020,5,Koklass Pheasant,2,11615,0.00017219113215669393,2020-05-01
2020,6,Koklass Pheasant,3,3728,0.0008047210300429185,2020-06-01
2020,7,Koklass Pheasant,3,2315,0.0012958963282937365,2020-07-01
2020,8,Koklass Pheasant,3,3110,0.0009646302250803858,2020-08-01
2020,9,Koklass Pheasant,10,5298,0.001887504718761797,2020-09-01
2020,10,Koklass Pheasant,2,4748,0.00042122999157540015,2020-10-01
2020,11,Koklass Pheasant,3,4484,0.0006690454950936663,2020-11-01
2021,1,Koklass Pheasant,3,4944,0.0006067961165048543,2021-01-01
2021,2,Koklass Pheasant,6,5931,0.0010116337885685382,2021-02-01
2021,3,Koklass Pheasant,16,10348,0.0015461925009663702,2021-03-01
2021,4,Koklass Pheasant,10,7777,0.0012858428700012858,2021-04-01
2021,5,Koklass Pheasant,3,14389,0.0002084925985127528,2021-05-01
2021,6,Koklass Pheasant,3,3972,0.0007552870090634441,2021-06-01
2021,10,Koklass Pheasant,1,6272,0.00015943877551020407,2021-10-01
2022,6,Koklass Pheasant,5,7881,0.0006344372541555641,2022-06-01
2022,7,Koklass Pheasant,2,3138,0.0006373486297004461,2022-07-01
2022,8,Koklass Pheasant,2,5652,0.00035385704175513094,2022-08-01
2022,10,Koklass Pheasant,3,12308,0.00024374390640233994,2022-10-01
2023,4,Koklass Pheasant,10,11896,0.0008406186953597848,2023-04-01
2023,5,Koklass Pheasant,6,18898,0.00031749391469996824,2023-05-01
2023,6,Koklass Pheasant,7,8031,0.0008716224629560453,2023-06-01
2023,7,Koklass Pheasant,1,4096,0.000244140625,2023-07-01
2023,8,Koklass Pheasant,1,6346,0.0001575795776867318,2023-08-01
2023,10,Koklass Pheasant,1,18849,5.305321237200913e-05,2023-10-01
2024,1,Koklass Pheasant,1,13896,7.196315486470927e-05,2024-01-01
2024,5,Koklass Pheasant,2,23813,8.398773779028262e-05,2024-05-01
2024,6,Koklass Pheasant,1,11494,8.700191404210893e-05,2024-06-01
2024,7,Koklass Pheasant,5,5937,0.0008421761832575374,2024-07-01
2025,2,Koklass Pheasant,1,11940,8.375209380234506e-05,2025-02-01
2025,4,Koklass Pheasant,1,21104,4.7384382107657316e-05,2025-04-01
2025,5,Koklass Pheasant,1,30604,3.267546725918181e-05,2025-05-01
2025,6,Koklass Pheasant,11,14495,0.000758882373232149,2025-06-01
2025,9,Koklass Pheasant,2,16756,0.00011936022917164001,2025-09-01
2025,11,Koklass Pheasant,1,16076,6.220452848967405e-05,2025-11-01
2026,2,Koklass Pheasant,1,13019,7.681081496274676e-05,2026-02-01
2026,3,Koklass Pheasant,1,24793,4.033396523212197e-05,2026-03-01
2026,4,Koklass Pheasant,2,24568,8.140670791273201e-05,2026-04-01
2015,5,Lanceolated Warbler,3,1669,0.0017974835230677051,2015-05-01
2015,8,Lanceolated Warbler,1,599,0.001669449081803005,2015-08-01
2015,9,Lanceolated Warbler,1,570,0.0017543859649122807,2015-09-01
2016,6,Lanceolated Warbler,1,761,0.001314060446780552,2016-06-01
2016,9,Lanceolated Warbler,3,731,0.004103967168262654,2016-09-01
2017,5,Lanceolated Warbler,3,3200,0.0009375,2017-05-01
2017,9,Lanceolated Warbler,2,2072,0.0009652509652509653,2017-09-01
2017,10,Lanceolated Warbler,3,1840,0.0016304347826086956,2017-10-01
2018,5,Lanceolated Warbler,1,6810,0.00014684287812041116,2018-05-01
2018,9,Lanceolated Warbler,16,5634,0.0028399006034788782,2018-09-01
2018,10,Lanceolated Warbler,2,5202,0.00038446751249519417,2018-10-01
2019,5,Lanceolated Warbler,7,8255,0.0008479709267110841,2019-05-01
2019,6,Lanceolated Warbler,8,3659,0.002186389723968297,2019-06-01
2019,9,Lanceolated Warbler,7,5367,0.0013042668157257314,2019-09-01
2019,10,Lanceolated Warbler,1,3489,0.00028661507595299513,2019-10-01
2020,5,Lanceolated Warbler,2,11615,0.00017219113215669393,2020-05-01
2020,8,Lanceolated Warbler,1,3110,0.0003215434083601286,2020-08-01
2020,9,Lanceolated Warbler,5,5298,0.0009437523593808985,2020-09-01
2020,10,Lanceolated Warbler,2,4748,0.00042122999157540015,2020-10-01
2021,5,Lanceolated Warbler,4,14389,0.00027799013135033706,2021-05-01
2021,6,Lanceolated Warbler,1,3972,0.00025176233635448137,2021-06-01
2021,8,Lanceolated Warbler,8,2998,0.00266844563042028,2021-08-01
2021,9,Lanceolated Warbler,27,5730,0.004712041884816754,2021-09-01
2021,10,Lanceolated Warbler,3,6272,0.00047831632653061223,2021-10-01
2022,5,Lanceolated Warbler,17,22048,0.000771044992743106,2022-05-01
2022,6,Lanceolated Warbler,1,7881,0.0001268874508311128,2022-06-01
2022,8,Lanceolated Warbler,2,5652,0.00035385704175513094,2022-08-01
2022,9,Lanceolated Warbler,20,8430,0.002372479240806643,2022-09-01
2022,10,Lanceolated Warbler,6,12308,0.0004874878128046799,2022-10-01
2023,5,Lanceolated Warbler,9,18898,0.0004762408720499524,2023-05-01
2023,6,Lanceolated Warbler,5,8031,0.0006225874735400323,2023-06-01
2023,8,Lanceolated Warbler,1,6346,0.0001575795776867318,2023-08-01
2023,9,Lanceolated Warbler,36,13086,0.002751031636863824,2023-09-01
2023,10,Lanceolated Warbler,18,18849,0.0009549578226961642,2023-10-01
2024,5,Lanceolated Warbler,18,23813,0.0007558896401125435,2024-05-01
2024,6,Lanceolated Warbler,4,11494,0.0003480076561684357,2024-06-01
2024,8,Lanceolated Warbler,11,7835,0.0014039566049776644,2024-08-01
2024,9,Lanceolated Warbler,43,13465,0.003193464537690308,2024-09-01
2024,10,Lanceolated Warbler,4,14424,0.00027731558513588466,2024-10-01
2025,5,Lanceolated Warbler,6,30604,0.00019605280355509085,2025-05-01
2025,6,Lanceolated Warbler,1,14495,6.89893066574681e-05,2025-06-01
2025,8,Lanceolated Warbler,26,8799,0.002954881236504148,2025-08-01
2025,9,Lanceolated Warbler,40,16756,0.0023872045834328003,2025-09-01
2025,10,Lanceolated Warbler,30,22069,0.0013593728759798813,2025-10-01
2015,1,Lapland Longspur,1,301,0.0033222591362126247,2015-01-01
2015,2,Lapland Longspur,1,132,0.007575757575757576,2015-02-01
2015,3,Lapland Longspur,1,514,0.0019455252918287938,2015-03-01
2015,11,Lapland Longspur,8,834,0.009592326139088728,2015-11-01
2015,12,Lapland Longspur,17,812,0.020935960591133004,2015-12-01
2016,1,Lapland Longspur,3,642,0.004672897196261682,2016-01-01
2016,2,Lapland Longspur,7,506,0.01383399209486166,2016-02-01
2016,10,Lapland Longspur,1,2033,0.0004918839153959665,2016-10-01
2016,11,Lapland Longspur,1,1521,0.0006574621959237344,2016-11-01
2018,10,Lapland Longspur,7,5202,0.0013456362937331796,2018-10-01
2018,11,Lapland Longspur,7,3323,0.0021065302437556425,2018-11-01
2019,10,Lapland Longspur,1,3489,0.00028661507595299513,2019-10-01
2019,11,Lapland Longspur,6,4883,0.0012287528158918697,2019-11-01
2019,12,Lapland Longspur,6,2651,0.002263296869105998,2019-12-01
2020,1,Lapland Longspur,15,4742,0.0031632222690847742,2020-01-01
2020,2,Lapland Longspur,14,2661,0.005261180007515971,2020-02-01
2020,10,Lapland Longspur,5,4748,0.0010530749789385003,2020-10-01
2020,11,Lapland Longspur,7,4484,0.0015611061552185548,2020-11-01
2020,12,Lapland Longspur,20,3629,0.005511160099200882,2020-12-01
2021,1,Lapland Longspur,10,4944,0.0020226537216828477,2021-01-01
2021,2,Lapland Longspur,4,5931,0.0006744225257123588,2021-02-01
2021,10,Lapland Longspur,4,6272,0.0006377551020408163,2021-10-01
2021,11,Lapland Longspur,3,5211,0.0005757052389176742,2021-11-01
2021,12,Lapland Longspur,5,4499,0.0011113580795732384,2021-12-01
2022,1,Lapland Longspur,1,7667,0.00013042911177774878,2022-01-01
2022,2,Lapland Longspur,1,6956,0.0001437607820586544,2022-02-01
2022,3,Lapland Longspur,1,10581,9.450902561194594e-05,2022-03-01
2022,10,Lapland Longspur,32,12308,0.0025999350016249595,2022-10-01
2022,11,Lapland Longspur,27,7010,0.0038516405135520684,2022-11-01
2022,12,Lapland Longspur,5,3973,0.0012584948401711553,2022-12-01
2023,1,Lapland Longspur,5,6663,0.00075041272699985,2023-01-01
2023,2,Lapland Longspur,3,5558,0.0005397625044980209,2023-02-01
2023,3,Lapland Longspur,1,9481,0.00010547410610695074,2023-03-01
2023,10,Lapland Longspur,23,18849,0.0012202238845562098,2023-10-01
2023,11,Lapland Longspur,29,16117,0.0017993423093627847,2023-11-01
2023,12,Lapland Longspur,36,13728,0.0026223776223776225,2023-12-01
2024,1,Lapland Longspur,20,13896,0.0014392630972941854,2024-01-01
2024,2,Lapland Longspur,9,12284,0.000732660371214588,2024-02-01
2024,3,Lapland Longspur,4,21536,0.00018573551263001485,2024-03-01
2024,10,Lapland Longspur,10,14424,0.0006932889628397116,2024-10-01
2024,11,Lapland Longspur,12,15788,0.0007600709399543957,2024-11-01
2025,2,Lapland Longspur,3,11940,0.0002512562814070352,2025-02-01
2025,3,Lapland Longspur,8,22675,0.0003528114663726571,2025-03-01
2025,10,Lapland Longspur,8,22069,0.000362499433594635,2025-10-01
2025,11,Lapland Longspur,15,16076,0.0009330679273451107,2025-11-01
2025,12,Lapland Longspur,1,15537,6.436248954109545e-05,2025-12-01
2026,1,Lapland Longspur,1,21492,4.652894100130281e-05,2026-01-01
2026,2,Lapland Longspur,2,13019,0.00015362162992549352,2026-02-01
2015,5,Large Hawk-Cuckoo,5,1669,0.0029958058717795086,2015-05-01
2015,6,Large Hawk-Cuckoo,2,216,0.009259259259259259,2015-06-01
2016,5,Large Hawk-Cuckoo,3,840,0.0035714285714285713,2016-05-01
2016,6,Large Hawk-Cuckoo,2,761,0.002628120893561104,2016-06-01
2017,5,Large Hawk-Cuckoo,2,3200,0.000625,2017-05-01
2017,6,Large Hawk-Cuckoo,3,1272,0.0023584905660377358,2017-06-01
2018,5,Large Hawk-Cuckoo,13,6810,0.0019089574155653451,2018-05-01
2018,6,Large Hawk-Cuckoo,20,3311,0.006040471156750227,2018-06-01
2018,7,Large Hawk-Cuckoo,2,641,0.0031201248049922,2018-07-01
2018,8,Large Hawk-Cuckoo,1,1383,0.0007230657989877079,2018-08-01
2019,5,Large Hawk-Cuckoo,31,8255,0.0037552998182919443,2019-05-01
2019,6,Large Hawk-Cuckoo,45,3659,0.012298442197321673,2019-06-01
2019,7,Large Hawk-Cuckoo,10,1312,0.007621951219512195,2019-07-01
2019,8,Large Hawk-Cuckoo,1,3693,0.00027078256160303275,2019-08-01
2020,4,Large Hawk-Cuckoo,1,9537,0.00010485477613505295,2020-04-01
2020,5,Large Hawk-Cuckoo,27,11615,0.002324580284115368,2020-05-01
2020,6,Large Hawk-Cuckoo,26,3728,0.006974248927038627,2020-06-01
2020,7,Large Hawk-Cuckoo,7,2315,0.003023758099352052,2020-07-01
2020,9,Large Hawk-Cuckoo,1,5298,0.00018875047187617969,2020-09-01
2021,5,Large Hawk-Cuckoo,21,14389,0.0014594481895892695,2021-05-01
2021,6,Large Hawk-Cuckoo,31,3972,0.007804632426988922,2021-06-01
2021,7,Large Hawk-Cuckoo,4,2391,0.001672940192388122,2021-07-01
2021,8,Large Hawk-Cuckoo,14,2998,0.004669779853235491,2021-08-01
2022,4,Large Hawk-Cuckoo,1,11814,8.464533604198409e-05,2022-04-01
2022,5,Large Hawk-Cuckoo,51,22048,0.002313134978229318,2022-05-01
2022,6,Large Hawk-Cuckoo,52,7881,0.006598147443217866,2022-06-01
2022,7,Large Hawk-Cuckoo,11,3138,0.003505417463352454,2022-07-01
2022,8,Large Hawk-Cuckoo,4,5652,0.0007077140835102619,2022-08-01
2023,5,Large Hawk-Cuckoo,43,18898,0.0022753730553497723,2023-05-01
2023,6,Large Hawk-Cuckoo,48,8031,0.005976839745984311,2023-06-01
2023,7,Large Hawk-Cuckoo,3,4096,0.000732421875,2023-07-01
2023,8,Large Hawk-Cuckoo,4,6346,0.0006303183107469272,2023-08-01
2023,9,Large Hawk-Cuckoo,1,13086,7.641754546843955e-05,2023-09-01
2024,4,Large Hawk-Cuckoo,1,18363,5.445733267984534e-05,2024-04-01
2024,5,Large Hawk-Cuckoo,42,23813,0.001763742493595935,2024-05-01
2024,6,Large Hawk-Cuckoo,42,11494,0.0036540803897685747,2024-06-01
2024,7,Large Hawk-Cuckoo,11,5937,0.0018527876031665825,2024-07-01
2024,9,Large Hawk-Cuckoo,1,13465,7.426661715558857e-05,2024-09-01
2024,10,Large Hawk-Cuckoo,7,14424,0.0004853022739877981,2024-10-01
2025,5,Large Hawk-Cuckoo,78,30604,0.002548686446216181,2025-05-01
2025,6,Large Hawk-Cuckoo,78,14495,0.0053811659192825115,2025-06-01
2025,7,Large Hawk-Cuckoo,5,6365,0.0007855459544383347,2025-07-01
2025,8,Large Hawk-Cuckoo,1,8799,0.00011364927832708262,2025-08-01
2025,9,Large Hawk-Cuckoo,8,16756,0.00047744091668656003,2025-09-01
2025,10,Large Hawk-Cuckoo,2,22069,9.062485839865875e-05,2025-10-01
2026,4,Large Hawk-Cuckoo,3,24568,0.00012211006186909801,2026-04-01
2021,7,Larus sp.,2,2391,0.000836470096194061,2021-07-01
2024,9,Larus sp.,1,13465,7.426661715558857e-05,2024-09-01
2025,3,Larus sp.,1,22675,4.410143329658214e-05,2025-03-01
2025,4,Larus sp.,2,21104,9.476876421531463e-05,2025-04-01
2025,10,Larus sp.,2,22069,9.062485839865875e-05,2025-10-01
2026,3,Larus sp.,6,24793,0.00024200379139273183,2026-03-01
2026,4,Larus sp.,1,24568,4.070335395636601e-05,2026-04-01
2016,11,Lesser Black-backed Gull,1,1521,0.0006574621959237344,2016-11-01
2019,3,Lesser Black-backed Gull,2,4127,0.000484613520717228,2019-03-01
2019,4,Lesser Black-backed Gull,2,5673,0.00035254715318173806,2019-04-01
2020,2,Lesser Black-backed Gull,12,2661,0.004509582863585118,2020-02-01
2020,3,Lesser Black-backed Gull,12,7526,0.0015944724953494552,2020-03-01
2020,10,Lesser Black-backed Gull,1,4748,0.00021061499578770007,2020-10-01
2021,3,Lesser Black-backed Gull,17,10348,0.0016428295322767684,2021-03-01
2021,4,Lesser Black-backed Gull,2,7777,0.00025716857400025716,2021-04-01
2021,8,Lesser Black-backed Gull,1,2998,0.000333555703802535,2021-08-01
2022,1,Lesser Black-backed Gull,3,7667,0.0003912873353332464,2022-01-01
2022,2,Lesser Black-backed Gull,2,6956,0.0002875215641173088,2022-02-01
2022,3,Lesser Black-backed Gull,3,10581,0.0002835270768358378,2022-03-01
2022,4,Lesser Black-backed Gull,2,11814,0.00016929067208396818,2022-04-01
2023,2,Lesser Black-backed Gull,4,5558,0.0007196833393306944,2023-02-01
2023,3,Lesser Black-backed Gull,3,9481,0.0003164223183208522,2023-03-01
2023,4,Lesser Black-backed Gull,1,11896,8.406186953597848e-05,2023-04-01
2023,11,Lesser Black-backed Gull,3,16117,0.0001861388595892536,2023-11-01
2024,2,Lesser Black-backed Gull,1,12284,8.140670791273201e-05,2024-02-01
2024,3,Lesser Black-backed Gull,18,21536,0.0008358098068350668,2024-03-01
2024,9,Lesser Black-backed Gull,2,13465,0.00014853323431117713,2024-09-01
2024,10,Lesser Black-backed Gull,5,14424,0.0003466444814198558,2024-10-01
2025,2,Lesser Black-backed Gull,1,11940,8.375209380234506e-05,2025-02-01
2025,3,Lesser Black-backed Gull,2,22675,8.820286659316427e-05,2025-03-01
2025,4,Lesser Black-backed Gull,6,21104,0.0002843062926459439,2025-04-01
2025,10,Lesser Black-backed Gull,3,22069,0.00013593728759798813,2025-10-01
2026,3,Lesser Black-backed Gull,6,24793,0.00024200379139273183,2026-03-01
2026,4,Lesser Black-backed Gull,3,24568,0.00012211006186909801,2026-04-01
2020,8,Lesser Coucal,2,3110,0.0006430868167202572,2020-08-01
2021,7,Lesser Coucal,2,2391,0.000836470096194061,2021-07-01
2022,6,Lesser Coucal,1,7881,0.0001268874508311128,2022-06-01
2023,6,Lesser Coucal,3,8031,0.00037355248412401944,2023-06-01
2025,5,Lesser Coucal,1,30604,3.267546725918181e-05,2025-05-01
2025,6,Lesser Coucal,3,14495,0.00020696791997240429,2025-06-01
2025,7,Lesser Coucal,17,6365,0.002670856245090338,2025-07-01
2025,8,Lesser Coucal,1,8799,0.00011364927832708262,2025-08-01
2017,5,Lesser Cuckoo,1,3200,0.0003125,2017-05-01
2017,7,Lesser Cuckoo,1,953,0.001049317943336831,2017-07-01
2019,6,Lesser Cuckoo,6,3659,0.001639792292976223,2019-06-01
2020,5,Lesser Cuckoo,2,11615,0.00017219113215669393,2020-05-01
2020,6,Lesser Cuckoo,13,3728,0.0034871244635193135,2020-06-01
2020,7,Lesser Cuckoo,2,2315,0.0008639308855291577,2020-07-01
2021,5,Lesser Cuckoo,1,14389,6.949753283758427e-05,2021-05-01
2021,7,Lesser Cuckoo,1,2391,0.0004182350480970305,2021-07-01
2021,8,Lesser Cuckoo,6,2998,0.0020013342228152103,2021-08-01
2022,6,Lesser Cuckoo,12,7881,0.0015226494099733537,2022-06-01
2022,7,Lesser Cuckoo,2,3138,0.0006373486297004461,2022-07-01
2023,6,Lesser Cuckoo,12,8031,0.0014942099364960778,2023-06-01
2023,7,Lesser Cuckoo,1,4096,0.000244140625,2023-07-01
2024,6,Lesser Cuckoo,13,11494,0.001131024882547416,2024-06-01
2025,5,Lesser Cuckoo,12,30604,0.0003921056071101817,2025-05-01
2025,6,Lesser Cuckoo,8,14495,0.0005519144532597448,2025-06-01
2025,7,Lesser Cuckoo,2,6365,0.00031421838177533385,2025-07-01
2025,8,Lesser Cuckoo,1,8799,0.00011364927832708262,2025-08-01
2017,9,Lesser Kestrel,1,2072,0.00048262548262548264,2017-09-01
2018,3,Lesser Kestrel,6,3936,0.001524390243902439,2018-03-01
2018,4,Lesser Kestrel,1,5773,0.00017322016282695306,2018-04-01
2019,4,Lesser Kestrel,1,5673,0.00017627357659086903,2019-04-01
2020,4,Lesser Kestrel,1,9537,0.00010485477613505295,2020-04-01
2020,10,Lesser Kestrel,1,4748,0.00021061499578770007,2020-10-01
2021,3,Lesser Kestrel,2,10348,0.00019327406262079628,2021-03-01
2021,4,Lesser Kestrel,3,7777,0.00038575286100038574,2021-04-01
2021,10,Lesser Kestrel,1,6272,0.00015943877551020407,2021-10-01
2022,3,Lesser Kestrel,1,10581,9.450902561194594e-05,2022-03-01
2022,4,Lesser Kestrel,1,11814,8.464533604198409e-05,2022-04-01
2022,10,Lesser Kestrel,3,12308,0.00024374390640233994,2022-10-01
2023,5,Lesser Kestrel,1,18898,5.291565244999471e-05,2023-05-01
2023,10,Lesser Kestrel,3,18849,0.0001591596371160274,2023-10-01
2024,10,Lesser Kestrel,1,14424,6.932889628397117e-05,2024-10-01
2025,4,Lesser Kestrel,3,21104,0.00014215314632297195,2025-04-01
2017,12,Lesser White-fronted Goose,1,1652,0.0006053268765133172,2017-12-01
2021,3,Lesser White-fronted Goose,17,10348,0.0016428295322767684,2021-03-01
2022,3,Lesser White-fronted Goose,4,10581,0.00037803610244778376,2022-03-01
2022,4,Lesser White-fronted Goose,16,11814,0.0013543253766717454,2022-04-01
2023,3,Lesser White-fronted Goose,8,9481,0.0008437928488556059,2023-03-01
2023,10,Lesser White-fronted Goose,10,18849,0.0005305321237200913,2023-10-01
2024,3,Lesser White-fronted Goose,4,21536,0.00018573551263001485,2024-03-01
2025,3,Lesser White-fronted Goose,26,22675,0.0011466372657111356,2025-03-01
2015,2,Lesser Whitethroat,1,132,0.007575757575757576,2015-02-01
2015,4,Lesser Whitethroat,4,699,0.005722460658082976,2015-04-01
2017,2,Lesser Whitethroat,1,648,0.0015432098765432098,2017-02-01
2018,4,Lesser Whitethroat,1,5773,0.00017322016282695306,2018-04-01
2018,12,Lesser Whitethroat,7,4130,0.001694915254237288,2018-12-01
2019,8,Lesser Whitethroat,1,3693,0.00027078256160303275,2019-08-01
2020,5,Lesser Whitethroat,2,11615,0.00017219113215669393,2020-05-01
2020,10,Lesser Whitethroat,3,4748,0.0006318449873631002,2020-10-01
2020,11,Lesser Whitethroat,11,4484,0.0024531668153434435,2020-11-01
2020,12,Lesser Whitethroat,1,3629,0.0002755580049600441,2020-12-01
2021,3,Lesser Whitethroat,3,10348,0.00028991109393119443,2021-03-01
2022,11,Lesser Whitethroat,1,7010,0.0001426533523537803,2022-11-01
2024,9,Lesser Whitethroat,1,13465,7.426661715558857e-05,2024-09-01
2024,11,Lesser Whitethroat,17,15788,0.001076767164935394,2024-11-01
2025,10,Lesser Whitethroat,34,22069,0.0015406225927771988,2025-10-01
2015,1,Little Bunting,2,301,0.006644518272425249,2015-01-01
2015,3,Little Bunting,2,514,0.0038910505836575876,2015-03-01
2015,4,Little Bunting,6,699,0.008583690987124463,2015-04-01
2015,5,Little Bunting,19,1669,0.011384062312762133,2015-05-01
2015,9,Little Bunting,3,570,0.005263157894736842,2015-09-01
2015,10,Little Bunting,17,870,0.01954022988505747,2015-10-01
2015,11,Little Bunting,2,834,0.002398081534772182,2015-11-01
2015,12,Little Bunting,1,812,0.0012315270935960591,2015-12-01
2016,4,Little Bunting,1,864,0.0011574074074074073,2016-04-01
2016,5,Little Bunting,8,840,0.009523809523809525,2016-05-01
2016,9,Little Bunting,8,731,0.01094391244870041,2016-09-01
2016,10,Little Bunting,35,2033,0.01721593703885883,2016-10-01
2016,11,Little Bunting,11,1521,0.007232084155161078,2016-11-01
2016,12,Little Bunting,3,912,0.003289473684210526,2016-12-01
2017,1,Little Bunting,9,611,0.014729950900163666,2017-01-01
2017,2,Little Bunting,3,648,0.004629629629629629,2017-02-01
2017,3,Little Bunting,5,1737,0.0028785261945883708,2017-03-01
2017,4,Little Bunting,6,2218,0.002705139765554554,2017-04-01
2017,5,Little Bunting,27,3200,0.0084375,2017-05-01
2017,9,Little Bunting,26,2072,0.012548262548262547,2017-09-01
2017,10,Little Bunting,33,1840,0.017934782608695653,2017-10-01
2017,11,Little Bunting,9,1142,0.00788091068301226,2017-11-01
2017,12,Little Bunting,11,1652,0.006658595641646489,2017-12-01
2018,1,Little Bunting,27,3632,0.007433920704845815,2018-01-01
2018,2,Little Bunting,19,2190,0.008675799086757991,2018-02-01
2018,3,Little Bunting,29,3936,0.007367886178861789,2018-03-01
2018,4,Little Bunting,45,5773,0.007794907327212887,2018-04-01
2018,5,Little Bunting,47,6810,0.006901615271659324,2018-05-01
2018,8,Little Bunting,1,1383,0.0007230657989877079,2018-08-01
2018,9,Little Bunting,64,5634,0.011359602413915513,2018-09-01
2018,10,Little Bunting,83,5202,0.015955401768550558,2018-10-01
2018,11,Little Bunting,32,3323,0.009629852542882938,2018-11-01
2018,12,Little Bunting,29,4130,0.0070217917675544795,2018-12-01
2019,1,Little Bunting,16,3133,0.005106926268751995,2019-01-01
2019,2,Little Bunting,10,2282,0.0043821209465381246,2019-02-01
2019,3,Little Bunting,19,4127,0.004603828446813666,2019-03-01
2019,4,Little Bunting,35,5673,0.006169575180680416,2019-04-01
2019,5,Little Bunting,103,8255,0.012477286493034525,2019-05-01
2019,8,Little Bunting,12,3693,0.003249390739236393,2019-08-01
2019,9,Little Bunting,67,5367,0.012483696664803428,2019-09-01
2019,10,Little Bunting,61,3489,0.017483519633132702,2019-10-01
2019,11,Little Bunting,44,4883,0.009010853983207045,2019-11-01
2019,12,Little Bunting,7,2651,0.002640513013956997,2019-12-01
2020,1,Little Bunting,20,4742,0.004217629692113032,2020-01-01
2020,2,Little Bunting,36,2661,0.013528748590755355,2020-02-01
2020,3,Little Bunting,76,7526,0.010098325803879883,2020-03-01
2020,4,Little Bunting,85,9537,0.008912655971479501,2020-04-01
2020,5,Little Bunting,114,11615,0.009814894532931554,2020-05-01
2020,9,Little Bunting,82,5298,0.015477538693846734,2020-09-01
2020,10,Little Bunting,67,4748,0.014111204717775905,2020-10-01
2020,11,Little Bunting,46,4484,0.010258697591436218,2020-11-01
2020,12,Little Bunting,17,3629,0.00468448608432075,2020-12-01
2021,1,Little Bunting,32,4944,0.006472491909385114,2021-01-01
2021,2,Little Bunting,39,5931,0.0065756196256954984,2021-02-01
2021,3,Little Bunting,43,10348,0.00415539234634712,2021-03-01
2021,4,Little Bunting,33,7777,0.004243281471004243,2021-04-01
2021,5,Little Bunting,165,14389,0.011467092918201404,2021-05-01
2021,6,Little Bunting,1,3972,0.00025176233635448137,2021-06-01
2021,9,Little Bunting,26,5730,0.004537521815008726,2021-09-01
2021,10,Little Bunting,80,6272,0.012755102040816327,2021-10-01
2021,11,Little Bunting,49,5211,0.009403185568988677,2021-11-01
2021,12,Little Bunting,27,4499,0.006001333629695488,2021-12-01
2022,1,Little Bunting,49,7667,0.0063910264771096905,2022-01-01
2022,2,Little Bunting,52,6956,0.007475560667050029,2022-02-01
2022,3,Little Bunting,39,10581,0.003685851998865892,2022-03-01
2022,4,Little Bunting,85,11814,0.007194853563568648,2022-04-01
2022,5,Little Bunting,276,22048,0.012518142235123366,2022-05-01
2022,6,Little Bunting,1,7881,0.0001268874508311128,2022-06-01
2022,8,Little Bunting,2,5652,0.00035385704175513094,2022-08-01
2022,9,Little Bunting,97,8430,0.011506524317912218,2022-09-01
2022,10,Little Bunting,217,12308,0.017630809229769256,2022-10-01
2022,11,Little Bunting,72,7010,0.010271041369472182,2022-11-01
2022,12,Little Bunting,29,3973,0.0072992700729927005,2022-12-01
2023,1,Little Bunting,46,6663,0.006903797088398619,2023-01-01
2023,2,Little Bunting,34,5558,0.0061173083843109035,2023-02-01
2023,3,Little Bunting,58,9481,0.006117498154203143,2023-03-01
2023,4,Little Bunting,91,11896,0.0076496301277740415,2023-04-01
2023,5,Little Bunting,198,18898,0.010477299185098952,2023-05-01
2023,6,Little Bunting,1,8031,0.00012451749470800648,2023-06-01
2023,8,Little Bunting,5,6346,0.000787897888433659,2023-08-01
2023,9,Little Bunting,139,13086,0.010622038820113098,2023-09-01
2023,10,Little Bunting,286,18849,0.01517321873839461,2023-10-01
2023,11,Little Bunting,182,16117,0.011292424148414717,2023-11-01
2023,12,Little Bunting,133,13728,0.009688228438228438,2023-12-01
2024,1,Little Bunting,80,13896,0.0057570523891767415,2024-01-01
2024,2,Little Bunting,91,12284,0.0074080104200586125,2024-02-01
2024,3,Little Bunting,214,21536,0.009936849925705794,2024-03-01
2024,4,Little Bunting,170,18363,0.009257746555573708,2024-04-01
2024,5,Little Bunting,191,23813,0.00802082895897199,2024-05-01
2024,6,Little Bunting,1,11494,8.700191404210893e-05,2024-06-01
2024,8,Little Bunting,2,7835,0.00025526483726866624,2024-08-01
2024,9,Little Bunting,90,13465,0.006683995544002971,2024-09-01
2024,10,Little Bunting,236,14424,0.016361619523017193,2024-10-01
2024,11,Little Bunting,170,15788,0.01076767164935394,2024-11-01
2024,12,Little Bunting,52,10811,0.004809915826473036,2024-12-01
2025,1,Little Bunting,93,14083,0.006603706596605837,2025-01-01
2025,2,Little Bunting,88,11940,0.007370184254606365,2025-02-01
2025,3,Little Bunting,177,22675,0.007805953693495038,2025-03-01
2025,4,Little Bunting,212,21104,0.01004548900682335,2025-04-01
2025,5,Little Bunting,185,30604,0.006044961442948634,2025-05-01
2025,6,Little Bunting,2,14495,0.0001379786133149362,2025-06-01
2025,9,Little Bunting,143,16756,0.00853425638577226,2025-09-01
