year,month,common_name,species_records,total_records,species_proportion,year_month
2020,11,Black-winged Kite,2,4484,0.00044603033006244426,2020-11-01
2020,12,Black-winged Kite,2,3629,0.0005511160099200882,2020-12-01
2021,1,Black-winged Kite,17,4944,0.0034385113268608413,2021-01-01
2021,2,Black-winged Kite,3,5931,0.0005058168942842691,2021-02-01
2021,3,Black-winged Kite,1,10348,9.663703131039814e-05,2021-03-01
2021,4,Black-winged Kite,1,7777,0.00012858428700012858,2021-04-01
2021,5,Black-winged Kite,1,14389,6.949753283758427e-05,2021-05-01
2021,7,Black-winged Kite,3,2391,0.0012547051442910915,2021-07-01
2021,8,Black-winged Kite,1,2998,0.000333555703802535,2021-08-01
2021,9,Black-winged Kite,5,5730,0.0008726003490401396,2021-09-01
2021,10,Black-winged Kite,3,6272,0.00047831632653061223,2021-10-01
2021,11,Black-winged Kite,4,5211,0.0007676069852235655,2021-11-01
2022,1,Black-winged Kite,23,7667,0.002999869570888222,2022-01-01
2022,2,Black-winged Kite,14,6956,0.0020126509488211618,2022-02-01
2022,3,Black-winged Kite,12,10581,0.0011341083073433513,2022-03-01
2022,4,Black-winged Kite,11,11814,0.000931098696461825,2022-04-01
2022,5,Black-winged Kite,9,22048,0.000408200290275762,2022-05-01
2022,8,Black-winged Kite,7,5652,0.0012384996461429583,2022-08-01
2022,9,Black-winged Kite,8,8430,0.0009489916963226571,2022-09-01
2022,10,Black-winged Kite,19,12308,0.0015437114072148197,2022-10-01
2022,11,Black-winged Kite,12,7010,0.0017118402282453639,2022-11-01
2022,12,Black-winged Kite,10,3973,0.0025169896803423106,2022-12-01
2023,1,Black-winged Kite,34,6663,0.00510280654359898,2023-01-01
2023,2,Black-winged Kite,13,5558,0.002338970852824757,2023-02-01
2023,3,Black-winged Kite,8,9481,0.0008437928488556059,2023-03-01
2023,4,Black-winged Kite,5,11896,0.0004203093476798924,2023-04-01
2023,5,Black-winged Kite,17,18898,0.0008995660916499101,2023-05-01
2023,6,Black-winged Kite,7,8031,0.0008716224629560453,2023-06-01
2023,7,Black-winged Kite,6,4096,0.00146484375,2023-07-01
2023,8,Black-winged Kite,6,6346,0.0009454774661203908,2023-08-01
2023,9,Black-winged Kite,19,13086,0.0014519333639003516,2023-09-01
2023,10,Black-winged Kite,37,18849,0.0019629688577643377,2023-10-01
2023,11,Black-winged Kite,29,16117,0.0017993423093627847,2023-11-01
2023,12,Black-winged Kite,11,13728,0.0008012820512820513,2023-12-01
2024,1,Black-winged Kite,12,13896,0.0008635578583765112,2024-01-01
2024,2,Black-winged Kite,8,12284,0.0006512536633018561,2024-02-01
2024,3,Black-winged Kite,12,21536,0.0005572065378900445,2024-03-01
2024,4,Black-winged Kite,9,18363,0.000490115994118608,2024-04-01
2024,5,Black-winged Kite,18,23813,0.0007558896401125435,2024-05-01
2024,6,Black-winged Kite,8,11494,0.0006960153123368715,2024-06-01
2024,8,Black-winged Kite,2,7835,0.00025526483726866624,2024-08-01
2024,9,Black-winged Kite,24,13465,0.0017823988117341256,2024-09-01
2024,10,Black-winged Kite,57,14424,0.003951747088186356,2024-10-01
2024,11,Black-winged Kite,28,15788,0.00177349885989359,2024-11-01
2024,12,Black-winged Kite,2,10811,0.00018499676255665526,2024-12-01
2025,1,Black-winged Kite,7,14083,0.0004970531846907619,2025-01-01
2025,2,Black-winged Kite,3,11940,0.0002512562814070352,2025-02-01
2025,3,Black-winged Kite,53,22675,0.0023373759647188535,2025-03-01
2025,4,Black-winged Kite,60,21104,0.002843062926459439,2025-04-01
2025,5,Black-winged Kite,35,30604,0.0011436413540713633,2025-05-01
2025,6,Black-winged Kite,11,14495,0.000758882373232149,2025-06-01
2025,7,Black-winged Kite,39,6365,0.00612725844461901,2025-07-01
2025,8,Black-winged Kite,51,8799,0.005796113194681214,2025-08-01
2025,9,Black-winged Kite,47,16756,0.0028049653855335404,2025-09-01
2025,10,Black-winged Kite,96,22069,0.00434999320313562,2025-10-01
2025,11,Black-winged Kite,32,16076,0.0019905449116695696,2025-11-01
2025,12,Black-winged Kite,11,15537,0.0007079873849520499,2025-12-01
2026,1,Black-winged Kite,24,21492,0.0011166945840312675,2026-01-01
2026,2,Black-winged Kite,16,13019,0.0012289730394039482,2026-02-01
2026,3,Black-winged Kite,45,24793,0.0018150284354454887,2026-03-01
2026,4,Black-winged Kite,46,24568,0.001872354281992836,2026-04-01
2015,4,Black-winged Stilt,5,699,0.00715307582260372,2015-04-01
2015,5,Black-winged Stilt,12,1669,0.007189934092270821,2015-05-01
2015,7,Black-winged Stilt,1,291,0.003436426116838488,2015-07-01
2015,8,Black-winged Stilt,1,599,0.001669449081803005,2015-08-01
2015,9,Black-winged Stilt,1,570,0.0017543859649122807,2015-09-01
2016,4,Black-winged Stilt,4,864,0.004629629629629629,2016-04-01
2016,5,Black-winged Stilt,2,840,0.002380952380952381,2016-05-01
2016,7,Black-winged Stilt,1,278,0.0035971223021582736,2016-07-01
2017,4,Black-winged Stilt,15,2218,0.006762849413886384,2017-04-01
2017,5,Black-winged Stilt,17,3200,0.0053125,2017-05-01
2017,7,Black-winged Stilt,3,953,0.0031479538300104933,2017-07-01
2017,8,Black-winged Stilt,2,487,0.004106776180698152,2017-08-01
2017,9,Black-winged Stilt,5,2072,0.002413127413127413,2017-09-01
2018,3,Black-winged Stilt,6,3936,0.001524390243902439,2018-03-01
2018,4,Black-winged Stilt,66,5773,0.011432530746578903,2018-04-01
2018,5,Black-winged Stilt,40,6810,0.005873715124816446,2018-05-01
2018,6,Black-winged Stilt,11,3311,0.0033222591362126247,2018-06-01
2018,7,Black-winged Stilt,3,641,0.0046801872074883,2018-07-01
2018,8,Black-winged Stilt,11,1383,0.007953723788864787,2018-08-01
2018,9,Black-winged Stilt,20,5634,0.003549875754348598,2018-09-01
2018,10,Black-winged Stilt,2,5202,0.00038446751249519417,2018-10-01
2019,3,Black-winged Stilt,17,4127,0.004119214926096438,2019-03-01
2019,4,Black-winged Stilt,88,5673,0.015512074739996475,2019-04-01
2019,5,Black-winged Stilt,67,8255,0.008116293155663234,2019-05-01
2019,6,Black-winged Stilt,11,3659,0.003006285870456409,2019-06-01
2019,7,Black-winged Stilt,3,1312,0.0022865853658536584,2019-07-01
2019,8,Black-winged Stilt,33,3693,0.008935824532900082,2019-08-01
2019,9,Black-winged Stilt,31,5367,0.00577603875535681,2019-09-01
2020,3,Black-winged Stilt,31,7526,0.004119053946319426,2020-03-01
2020,4,Black-winged Stilt,109,9537,0.011429170598720772,2020-04-01
2020,5,Black-winged Stilt,92,11615,0.007920792079207921,2020-05-01
2020,6,Black-winged Stilt,12,3728,0.003218884120171674,2020-06-01
2020,7,Black-winged Stilt,11,2315,0.004751619870410367,2020-07-01
2020,8,Black-winged Stilt,43,3110,0.01382636655948553,2020-08-01
2020,9,Black-winged Stilt,8,5298,0.0015100037750094375,2020-09-01
2021,3,Black-winged Stilt,7,10348,0.000676459219172787,2021-03-01
2021,4,Black-winged Stilt,93,7777,0.011958338691011958,2021-04-01
2021,5,Black-winged Stilt,97,14389,0.006741260685245673,2021-05-01
2021,6,Black-winged Stilt,24,3972,0.006042296072507553,2021-06-01
2021,7,Black-winged Stilt,16,2391,0.006691760769552488,2021-07-01
2021,8,Black-winged Stilt,8,2998,0.00266844563042028,2021-08-01
2021,9,Black-winged Stilt,2,5730,0.00034904013961605586,2021-09-01
2022,3,Black-winged Stilt,24,10581,0.0022682166146867026,2022-03-01
2022,4,Black-winged Stilt,128,11814,0.010834603013373963,2022-04-01
2022,5,Black-winged Stilt,120,22048,0.00544267053701016,2022-05-01
2022,6,Black-winged Stilt,29,7881,0.0036797360741022715,2022-06-01
2022,7,Black-winged Stilt,17,3138,0.005417463352453792,2022-07-01
2022,8,Black-winged Stilt,44,5652,0.00778485491861288,2022-08-01
2022,9,Black-winged Stilt,7,8430,0.000830367734282325,2022-09-01
2022,10,Black-winged Stilt,1,12308,8.124796880077999e-05,2022-10-01
2023,3,Black-winged Stilt,15,9481,0.0015821115916042612,2023-03-01
2023,4,Black-winged Stilt,97,11896,0.008154001344989913,2023-04-01
2023,5,Black-winged Stilt,112,18898,0.005926553074399407,2023-05-01
2023,6,Black-winged Stilt,45,8031,0.0056032872618602915,2023-06-01
2023,7,Black-winged Stilt,27,4096,0.006591796875,2023-07-01
2023,8,Black-winged Stilt,38,6346,0.005988023952095809,2023-08-01
2023,9,Black-winged Stilt,22,13086,0.00168118600030567,2023-09-01
2023,10,Black-winged Stilt,4,18849,0.0002122128494880365,2023-10-01
2024,3,Black-winged Stilt,88,21536,0.004086181277860327,2024-03-01
2024,4,Black-winged Stilt,221,18363,0.01203507052224582,2024-04-01
2024,5,Black-winged Stilt,111,23813,0.0046613194473606855,2024-05-01
2024,6,Black-winged Stilt,34,11494,0.0029580650774317036,2024-06-01
2024,7,Black-winged Stilt,38,5937,0.006400538992757285,2024-07-01
2024,8,Black-winged Stilt,55,7835,0.007019783024888321,2024-08-01
2024,9,Black-winged Stilt,5,13465,0.0003713330857779428,2024-09-01
2025,3,Black-winged Stilt,11,22675,0.0004851157662624035,2025-03-01
2025,4,Black-winged Stilt,131,21104,0.006207354056103108,2025-04-01
2025,5,Black-winged Stilt,70,30604,0.0022872827081427266,2025-05-01
2025,6,Black-winged Stilt,22,14495,0.001517764746464298,2025-06-01
2025,7,Black-winged Stilt,17,6365,0.002670856245090338,2025-07-01
2025,8,Black-winged Stilt,14,8799,0.0015910898965791568,2025-08-01
2025,9,Black-winged Stilt,2,16756,0.00011936022917164001,2025-09-01
2026,3,Black-winged Stilt,43,24793,0.0017343605049812446,2026-03-01
2026,4,Black-winged Stilt,164,24568,0.006675350048844024,2026-04-01
2015,5,Blue Rock-Thrush,2,1669,0.0011983223487118035,2015-05-01
2015,9,Blue Rock-Thrush,1,570,0.0017543859649122807,2015-09-01
2016,6,Blue Rock-Thrush,2,761,0.002628120893561104,2016-06-01
2017,5,Blue Rock-Thrush,2,3200,0.000625,2017-05-01
2017,6,Blue Rock-Thrush,1,1272,0.0007861635220125787,2017-06-01
2018,6,Blue Rock-Thrush,10,3311,0.0030202355783751134,2018-06-01
2019,5,Blue Rock-Thrush,5,8255,0.0006056935190793458,2019-05-01
2019,6,Blue Rock-Thrush,10,3659,0.002732987154960372,2019-06-01
2019,7,Blue Rock-Thrush,3,1312,0.0022865853658536584,2019-07-01
2020,5,Blue Rock-Thrush,7,11615,0.0006026689625484288,2020-05-01
2020,6,Blue Rock-Thrush,3,3728,0.0008047210300429185,2020-06-01
2020,7,Blue Rock-Thrush,4,2315,0.0017278617710583153,2020-07-01
2021,5,Blue Rock-Thrush,2,14389,0.00013899506567516853,2021-05-01
2021,6,Blue Rock-Thrush,5,3972,0.0012588116817724068,2021-06-01
2021,7,Blue Rock-Thrush,6,2391,0.002509410288582183,2021-07-01
2021,8,Blue Rock-Thrush,2,2998,0.00066711140760507,2021-08-01
2022,5,Blue Rock-Thrush,1,22048,4.5355587808418e-05,2022-05-01
2022,6,Blue Rock-Thrush,15,7881,0.001903311762466692,2022-06-01
2022,7,Blue Rock-Thrush,3,3138,0.0009560229445506692,2022-07-01
2022,8,Blue Rock-Thrush,1,5652,0.00017692852087756547,2022-08-01
2023,5,Blue Rock-Thrush,3,18898,0.00015874695734998412,2023-05-01
2023,6,Blue Rock-Thrush,17,8031,0.0021167974100361102,2023-06-01
2023,7,Blue Rock-Thrush,3,4096,0.000732421875,2023-07-01
2024,6,Blue Rock-Thrush,5,11494,0.0004350095702105446,2024-06-01
2024,7,Blue Rock-Thrush,4,5937,0.00067374094660603,2024-07-01
2025,5,Blue Rock-Thrush,15,30604,0.0004901320088877271,2025-05-01
2025,6,Blue Rock-Thrush,7,14495,0.00048292514660227664,2025-06-01
2025,7,Blue Rock-Thrush,2,6365,0.00031421838177533385,2025-07-01
2016,6,Blue Whistling-Thrush,1,761,0.001314060446780552,2016-06-01
2017,6,Blue Whistling-Thrush,1,1272,0.0007861635220125787,2017-06-01
2018,5,Blue Whistling-Thrush,1,6810,0.00014684287812041116,2018-05-01
2018,6,Blue Whistling-Thrush,3,3311,0.000906070673512534,2018-06-01
2019,5,Blue Whistling-Thrush,1,8255,0.00012113870381586917,2019-05-01
2019,6,Blue Whistling-Thrush,7,3659,0.0019130910084722602,2019-06-01
2019,7,Blue Whistling-Thrush,1,1312,0.0007621951219512195,2019-07-01
2020,6,Blue Whistling-Thrush,4,3728,0.001072961373390558,2020-06-01
2021,5,Blue Whistling-Thrush,1,14389,6.949753283758427e-05,2021-05-01
2021,6,Blue Whistling-Thrush,1,3972,0.00025176233635448137,2021-06-01
2022,6,Blue Whistling-Thrush,5,7881,0.0006344372541555641,2022-06-01
2022,7,Blue Whistling-Thrush,5,3138,0.0015933715742511153,2022-07-01
2022,9,Blue Whistling-Thrush,2,8430,0.00023724792408066428,2022-09-01
2023,5,Blue Whistling-Thrush,4,18898,0.00021166260979997884,2023-05-01
2023,6,Blue Whistling-Thrush,13,8031,0.001618727431204084,2023-06-01
2023,7,Blue Whistling-Thrush,2,4096,0.00048828125,2023-07-01
2024,5,Blue Whistling-Thrush,1,23813,4.199386889514131e-05,2024-05-01
2024,6,Blue Whistling-Thrush,6,11494,0.0005220114842526536,2024-06-01
2024,7,Blue Whistling-Thrush,1,5937,0.0001684352366515075,2024-07-01
2025,5,Blue Whistling-Thrush,7,30604,0.00022872827081427266,2025-05-01
2025,6,Blue Whistling-Thrush,12,14495,0.0008278716798896171,2025-06-01
2018,6,Blue-and-white Flycatcher,1,3311,0.0003020235578375113,2018-06-01
2019,6,Blue-and-white Flycatcher,2,3659,0.0005465974309920743,2019-06-01
2020,6,Blue-and-white Flycatcher,1,3728,0.0002682403433476395,2020-06-01
2021,6,Blue-and-white Flycatcher,2,3972,0.0005035246727089627,2021-06-01
2021,7,Blue-and-white Flycatcher,1,2391,0.0004182350480970305,2021-07-01
2023,6,Blue-and-white Flycatcher,3,8031,0.00037355248412401944,2023-06-01
2024,6,Blue-and-white Flycatcher,1,11494,8.700191404210893e-05,2024-06-01
2025,6,Blue-and-white Flycatcher,1,14495,6.89893066574681e-05,2025-06-01
2015,4,Bluethroat,1,699,0.001430615164520744,2015-04-01
2015,5,Bluethroat,2,1669,0.0011983223487118035,2015-05-01
2015,9,Bluethroat,1,570,0.0017543859649122807,2015-09-01
2016,4,Bluethroat,1,864,0.0011574074074074073,2016-04-01
2016,5,Bluethroat,7,840,0.008333333333333333,2016-05-01
2016,9,Bluethroat,5,731,0.006839945280437756,2016-09-01
2016,10,Bluethroat,7,2033,0.003443187407771766,2016-10-01
2016,11,Bluethroat,1,1521,0.0006574621959237344,2016-11-01
2017,5,Bluethroat,7,3200,0.0021875,2017-05-01
2017,9,Bluethroat,6,2072,0.0028957528957528956,2017-09-01
2017,10,Bluethroat,3,1840,0.0016304347826086956,2017-10-01
2018,5,Bluethroat,5,6810,0.0007342143906020558,2018-05-01
2018,9,Bluethroat,16,5634,0.0028399006034788782,2018-09-01
2018,10,Bluethroat,10,5202,0.0019223375624759708,2018-10-01
2019,4,Bluethroat,8,5673,0.0014101886127269522,2019-04-01
2019,5,Bluethroat,29,8255,0.003513022410660206,2019-05-01
2019,9,Bluethroat,13,5367,0.002422209800633501,2019-09-01
2019,10,Bluethroat,4,3489,0.0011464603038119805,2019-10-01
2020,4,Bluethroat,3,9537,0.00031456432840515884,2020-04-01
2020,5,Bluethroat,31,11615,0.002668962548428756,2020-05-01
2020,9,Bluethroat,4,5298,0.0007550018875047187,2020-09-01
2021,5,Bluethroat,27,14389,0.0018764333866147752,2021-05-01
2021,9,Bluethroat,8,5730,0.0013961605584642235,2021-09-01
2021,10,Bluethroat,1,6272,0.00015943877551020407,2021-10-01
2022,4,Bluethroat,1,11814,8.464533604198409e-05,2022-04-01
2022,5,Bluethroat,71,22048,0.0032202467343976776,2022-05-01
2022,9,Bluethroat,6,8430,0.0007117437722419929,2022-09-01
2022,10,Bluethroat,5,12308,0.0004062398440038999,2022-10-01
2023,4,Bluethroat,1,11896,8.406186953597848e-05,2023-04-01
2023,5,Bluethroat,25,18898,0.0013228913112498678,2023-05-01
2023,9,Bluethroat,4,13086,0.0003056701818737582,2023-09-01
2023,10,Bluethroat,2,18849,0.00010610642474401825,2023-10-01
2024,4,Bluethroat,3,18363,0.00016337199803953602,2024-04-01
2024,5,Bluethroat,41,23813,0.0017217486247007936,2024-05-01
2024,9,Bluethroat,20,13465,0.0014853323431117712,2024-09-01
2024,10,Bluethroat,20,14424,0.0013865779256794233,2024-10-01
2025,3,Bluethroat,1,22675,4.410143329658214e-05,2025-03-01
2025,4,Bluethroat,7,21104,0.00033169067475360124,2025-04-01
2025,5,Bluethroat,37,30604,0.0012089922885897269,2025-05-01
2025,9,Bluethroat,40,16756,0.0023872045834328003,2025-09-01
2025,10,Bluethroat,30,22069,0.0013593728759798813,2025-10-01
2026,2,Bluethroat,17,13019,0.0013057838543666948,2026-02-01
2026,3,Bluethroat,26,24793,0.0010486830960351713,2026-03-01
2026,4,Bluethroat,10,24568,0.00040703353956366003,2026-04-01
2016,5,Blunt-winged Warbler,1,840,0.0011904761904761906,2016-05-01
2017,7,Blunt-winged Warbler,1,953,0.001049317943336831,2017-07-01
2018,5,Blunt-winged Warbler,2,6810,0.0002936857562408223,2018-05-01
2020,6,Blunt-winged Warbler,24,3728,0.006437768240343348,2020-06-01
2020,9,Blunt-winged Warbler,1,5298,0.00018875047187617969,2020-09-01
2021,5,Blunt-winged Warbler,1,14389,6.949753283758427e-05,2021-05-01
2021,6,Blunt-winged Warbler,8,3972,0.002014098690835851,2021-06-01
2022,6,Blunt-winged Warbler,6,7881,0.0007613247049866769,2022-06-01
2024,9,Blunt-winged Warbler,1,13465,7.426661715558857e-05,2024-09-01
2025,6,Blunt-winged Warbler,43,14495,0.002966540186271128,2025-06-01
2025,7,Blunt-winged Warbler,23,6365,0.0036135113904163393,2025-07-01
2025,8,Blunt-winged Warbler,1,8799,0.00011364927832708262,2025-08-01
2015,5,Blyth's Pipit,6,1669,0.0035949670461354103,2015-05-01
2015,8,Blyth's Pipit,1,599,0.001669449081803005,2015-08-01
2017,5,Blyth's Pipit,2,3200,0.000625,2017-05-01
2017,8,Blyth's Pipit,1,487,0.002053388090349076,2017-08-01
2017,9,Blyth's Pipit,3,2072,0.0014478764478764478,2017-09-01
2018,9,Blyth's Pipit,14,5634,0.0024849130280440185,2018-09-01
2019,4,Blyth's Pipit,1,5673,0.00017627357659086903,2019-04-01
2019,5,Blyth's Pipit,5,8255,0.0006056935190793458,2019-05-01
2019,8,Blyth's Pipit,15,3693,0.004061738424045491,2019-08-01
2019,9,Blyth's Pipit,19,5367,0.003540152785541271,2019-09-01
2020,4,Blyth's Pipit,2,9537,0.0002097095522701059,2020-04-01
2020,5,Blyth's Pipit,1,11615,8.609556607834697e-05,2020-05-01
2020,8,Blyth's Pipit,4,3110,0.0012861736334405145,2020-08-01
2020,9,Blyth's Pipit,1,5298,0.00018875047187617969,2020-09-01
2021,5,Blyth's Pipit,6,14389,0.0004169851970255056,2021-05-01
2022,4,Blyth's Pipit,1,11814,8.464533604198409e-05,2022-04-01
2022,5,Blyth's Pipit,24,22048,0.0010885341074020319,2022-05-01
2022,8,Blyth's Pipit,18,5652,0.0031847133757961785,2022-08-01
2022,9,Blyth's Pipit,37,8430,0.0043890865954922895,2022-09-01
2022,10,Blyth's Pipit,2,12308,0.00016249593760155997,2022-10-01
2023,4,Blyth's Pipit,1,11896,8.406186953597848e-05,2023-04-01
2023,5,Blyth's Pipit,15,18898,0.0007937347867499207,2023-05-01
2023,8,Blyth's Pipit,2,6346,0.0003151591553734636,2023-08-01
2023,9,Blyth's Pipit,9,13086,0.000687757909215956,2023-09-01
2023,10,Blyth's Pipit,1,18849,5.305321237200913e-05,2023-10-01
2024,4,Blyth's Pipit,3,18363,0.00016337199803953602,2024-04-01
2024,5,Blyth's Pipit,14,23813,0.0005879141645319784,2024-05-01
2024,8,Blyth's Pipit,1,7835,0.00012763241863433312,2024-08-01
2024,9,Blyth's Pipit,14,13465,0.0010397326401782399,2024-09-01
2024,10,Blyth's Pipit,1,14424,6.932889628397117e-05,2024-10-01
2025,5,Blyth's Pipit,7,30604,0.00022872827081427266,2025-05-01
2025,8,Blyth's Pipit,3,8799,0.00034094783498124785,2025-08-01
2025,9,Blyth's Pipit,8,16756,0.00047744091668656003,2025-09-01
2015,2,Bohemian Waxwing,2,132,0.015151515151515152,2015-02-01
2016,1,Bohemian Waxwing,8,642,0.012461059190031152,2016-01-01
2016,11,Bohemian Waxwing,1,1521,0.0006574621959237344,2016-11-01
2017,2,Bohemian Waxwing,7,648,0.010802469135802469,2017-02-01
2017,3,Bohemian Waxwing,4,1737,0.002302820955670697,2017-03-01
2017,4,Bohemian Waxwing,2,2218,0.0009017132551848512,2017-04-01
2017,11,Bohemian Waxwing,4,1142,0.0035026269702276708,2017-11-01
2017,12,Bohemian Waxwing,9,1652,0.005447941888619854,2017-12-01
2018,1,Bohemian Waxwing,32,3632,0.00881057268722467,2018-01-01
2018,2,Bohemian Waxwing,14,2190,0.006392694063926941,2018-02-01
2018,3,Bohemian Waxwing,20,3936,0.00508130081300813,2018-03-01
2018,4,Bohemian Waxwing,7,5773,0.0012125411397886714,2018-04-01
2018,5,Bohemian Waxwing,2,6810,0.0002936857562408223,2018-05-01
2018,11,Bohemian Waxwing,1,3323,0.0003009328919650918,2018-11-01
2019,1,Bohemian Waxwing,2,3133,0.0006383657835939994,2019-01-01
2019,2,Bohemian Waxwing,1,2282,0.00043821209465381246,2019-02-01
2019,4,Bohemian Waxwing,1,5673,0.00017627357659086903,2019-04-01
2019,11,Bohemian Waxwing,22,4883,0.004505426991603522,2019-11-01
2019,12,Bohemian Waxwing,13,2651,0.004903809883062995,2019-12-01
2020,1,Bohemian Waxwing,17,4742,0.0035849852382960775,2020-01-01
2020,2,Bohemian Waxwing,6,2661,0.002254791431792559,2020-02-01
2020,3,Bohemian Waxwing,17,7526,0.002258836035078395,2020-03-01
2020,4,Bohemian Waxwing,20,9537,0.002097095522701059,2020-04-01
2020,5,Bohemian Waxwing,1,11615,8.609556607834697e-05,2020-05-01
2020,11,Bohemian Waxwing,8,4484,0.001784121320249777,2020-11-01
2020,12,Bohemian Waxwing,15,3629,0.004133370074400662,2020-12-01
2021,1,Bohemian Waxwing,17,4944,0.0034385113268608413,2021-01-01
2021,2,Bohemian Waxwing,38,5931,0.0064070139942674085,2021-02-01
2021,3,Bohemian Waxwing,19,10348,0.0018361035948975648,2021-03-01
2021,4,Bohemian Waxwing,10,7777,0.0012858428700012858,2021-04-01
2021,5,Bohemian Waxwing,5,14389,0.00034748766418792135,2021-05-01
2021,11,Bohemian Waxwing,1,5211,0.00019190174630589137,2021-11-01
2021,12,Bohemian Waxwing,4,4499,0.0008890864636585908,2021-12-01
2022,1,Bohemian Waxwing,7,7667,0.0009130037824442416,2022-01-01
2022,2,Bohemian Waxwing,10,6956,0.001437607820586544,2022-02-01
2022,3,Bohemian Waxwing,5,10581,0.0004725451280597297,2022-03-01
2022,5,Bohemian Waxwing,1,22048,4.5355587808418e-05,2022-05-01
2022,10,Bohemian Waxwing,1,12308,8.124796880077999e-05,2022-10-01
2022,11,Bohemian Waxwing,19,7010,0.002710413694721826,2022-11-01
2022,12,Bohemian Waxwing,13,3973,0.0032720865844450037,2022-12-01
2023,1,Bohemian Waxwing,24,6663,0.0036019810895992796,2023-01-01
2023,2,Bohemian Waxwing,28,5558,0.005037783375314861,2023-02-01
2023,3,Bohemian Waxwing,10,9481,0.0010547410610695074,2023-03-01
2023,4,Bohemian Waxwing,9,11896,0.0007565568258238063,2023-04-01
2023,5,Bohemian Waxwing,2,18898,0.00010583130489998942,2023-05-01
2023,10,Bohemian Waxwing,3,18849,0.0001591596371160274,2023-10-01
2023,11,Bohemian Waxwing,60,16117,0.003722777191785072,2023-11-01
2023,12,Bohemian Waxwing,101,13728,0.007357226107226107,2023-12-01
2024,1,Bohemian Waxwing,111,13896,0.007987910189982728,2024-01-01
2024,2,Bohemian Waxwing,65,12284,0.005291436014327581,2024-02-01
2024,3,Bohemian Waxwing,47,21536,0.0021823922734026746,2024-03-01
2024,4,Bohemian Waxwing,38,18363,0.002069378641834123,2024-04-01
2024,5,Bohemian Waxwing,4,23813,0.00016797547558056525,2024-05-01
2024,11,Bohemian Waxwing,2,15788,0.0001266784899923993,2024-11-01
2025,1,Bohemian Waxwing,1,14083,7.100759781296599e-05,2025-01-01
2025,2,Bohemian Waxwing,1,11940,8.375209380234506e-05,2025-02-01
2025,3,Bohemian Waxwing,2,22675,8.820286659316427e-05,2025-03-01
2025,4,Bohemian Waxwing,1,21104,4.7384382107657316e-05,2025-04-01
2025,11,Bohemian Waxwing,23,16076,0.001430704155262503,2025-11-01
2025,12,Bohemian Waxwing,46,15537,0.0029606745188903907,2025-12-01
2026,1,Bohemian Waxwing,82,21492,0.0038153731621068305,2026-01-01
2026,2,Bohemian Waxwing,19,13019,0.0014594054842921884,2026-02-01
2026,3,Bohemian Waxwing,20,24793,0.0008066793046424393,2026-03-01
2026,4,Bohemian Waxwing,8,24568,0.00032562683165092806,2026-04-01
2021,5,Bohemian/Japanese Waxwing,1,14389,6.949753283758427e-05,2021-05-01
2023,12,Bohemian/Japanese Waxwing,2,13728,0.0001456876456876457,2023-12-01
2024,1,Bohemian/Japanese Waxwing,4,13896,0.0002878526194588371,2024-01-01
2024,2,Bohemian/Japanese Waxwing,4,12284,0.00032562683165092806,2024-02-01
2024,3,Bohemian/Japanese Waxwing,2,21536,9.286775631500742e-05,2024-03-01
2024,4,Bohemian/Japanese Waxwing,1,18363,5.445733267984534e-05,2024-04-01
2024,10,Bohemian/Japanese Waxwing,1,14424,6.932889628397117e-05,2024-10-01
2025,11,Bohemian/Japanese Waxwing,4,16076,0.0002488181139586962,2025-11-01
2025,12,Bohemian/Japanese Waxwing,2,15537,0.0001287249790821909,2025-12-01
2026,1,Bohemian/Japanese Waxwing,9,21492,0.0004187604690117253,2026-01-01
2026,2,Bohemian/Japanese Waxwing,1,13019,7.681081496274676e-05,2026-02-01
2026,3,Bohemian/Japanese Waxwing,1,24793,4.033396523212197e-05,2026-03-01
2017,4,Booted Eagle,2,2218,0.0009017132551848512,2017-04-01
2017,5,Booted Eagle,2,3200,0.000625,2017-05-01
2019,4,Booted Eagle,4,5673,0.0007050943063634761,2019-04-01
2019,10,Booted Eagle,1,3489,0.00028661507595299513,2019-10-01
2020,4,Booted Eagle,5,9537,0.0005242738806752647,2020-04-01
2020,5,Booted Eagle,1,11615,8.609556607834697e-05,2020-05-01
2020,9,Booted Eagle,3,5298,0.0005662514156285391,2020-09-01
2020,10,Booted Eagle,1,4748,0.00021061499578770007,2020-10-01
2021,4,Booted Eagle,5,7777,0.0006429214350006429,2021-04-01
2021,5,Booted Eagle,8,14389,0.0005559802627006741,2021-05-01
2021,9,Booted Eagle,5,5730,0.0008726003490401396,2021-09-01
2022,5,Booted Eagle,3,22048,0.00013606676342525398,2022-05-01
2022,9,Booted Eagle,7,8430,0.000830367734282325,2022-09-01
2022,10,Booted Eagle,11,12308,0.0008937276568085798,2022-10-01
2023,4,Booted Eagle,13,11896,0.0010928043039677203,2023-04-01
2023,5,Booted Eagle,1,18898,5.291565244999471e-05,2023-05-01
2023,9,Booted Eagle,6,13086,0.0004585052728106373,2023-09-01
2023,10,Booted Eagle,7,18849,0.00037137248660406387,2023-10-01
2024,3,Booted Eagle,11,21536,0.0005107726597325409,2024-03-01
2024,4,Booted Eagle,14,18363,0.0007624026575178348,2024-04-01
2024,5,Booted Eagle,3,23813,0.00012598160668542393,2024-05-01
2024,9,Booted Eagle,17,13465,0.0012625324916450055,2024-09-01
