common_name,season,month,month_name,n_years,intercept,temperature_beta,humidity_beta,prcp_beta,temperature_standardized_beta,humidity_standardized_beta,prcp_standardized_beta,r_squared,adjusted_r_squared,rmse
Barn Swallow,Spring,4,April,9,0.0449716102605314,-0.0016290858272684113,4.210112932536631e-05,-1.7026348867594063e-05,-0.6197130076671252,0.12171934163754822,-0.12288972610067787,0.38261932204487403,0.012190915271798497,0.001638765892946737
Barn Swallow,Spring,5,May,9,0.00023175257078889832,0.0007126340019938638,0.0001417707859715793,-6.85001045551768e-05,0.3331824834170888,0.406165227691356,-0.6768739195458285,0.3846224931806952,0.015395989089112327,0.001589258612201677
Black Kite,Spring,3,March,8,0.007359036685564285,-0.0003780878419274683,-6.0892418646398275e-05,6.44569418694858e-05,-0.36637982230562066,-0.5534781320331993,0.41908813443672976,0.13136620191278803,-0.5201091466526209,0.0008240392391988432
Black Kite,Spring,4,April,9,0.013872764489817068,-0.00043500057636727075,-8.2374651521394e-05,4.985235082097928e-05,-0.38507398702402273,-0.5542007920375285,0.8373121510298289,0.47188778883082083,0.1550204621293133,0.0006513220812832427
Black Kite,Spring,5,May,9,-0.006583055035436877,0.00036043361123912763,-1.1093083659812051e-05,8.10467600200401e-06,0.5843863840214721,-0.11021164023261602,0.27772270634949003,0.3752136047923026,0.00034176766768412303,0.00046177494173553973
Black Swan,Spring,3,March,8,-0.003311402313083378,0.0006932041243214242,-4.078629177841322e-05,1.5214164338042124e-05,0.5298411994006157,-0.2924133628642875,0.07802423563701584,0.5089533173983274,0.14066830544707298,0.0007854981559167716
Black-faced Bunting,Spring,3,March,8,0.002489606993337501,3.7470167968022586e-06,-5.047209044864469e-05,5.3576269633539464e-05,0.007598685557928713,-0.9763645414935938,0.7723952910694769,0.6190157049161262,0.33327748360322085,0.00024960483242369226
Black-faced Bunting,Spring,4,April,9,0.009316003276402932,-0.0003840841467924591,-3.1780735907561706e-05,2.3273941925691418e-05,-0.4754152276408088,-0.2989715466769005,0.5465929860477873,0.35169462536682783,-0.037288599413075385,0.0005160955937607641
Black-faced Bunting,Spring,5,May,9,0.0414745811595378,-0.0011675385182512974,-0.00023005911953468135,6.62541283030475e-06,-0.6158034427560077,-0.7435509294991597,0.07385582694013162,0.5525750249512973,0.2841200399220757,0.0012012367254939315
Black-headed Gull,Spring,3,March,9,0.029729094092135314,-0.001568475904454231,-0.00021208203828288242,0.00018949264160635673,-0.5031680323100931,-0.6420456651927962,0.45495117963976844,0.2545842524634444,-0.19266519605848886,0.002174139448277514
Black-headed Gull,Spring,4,April,9,0.019862903467414456,-0.0008217233443278838,-2.7844410246874113e-05,9.037739520380801e-05,-0.22040829581092256,-0.05676224161159485,0.45994884618012843,0.1933690143796457,-0.29060957699256695,0.002656575635751002
Black-headed Gull,Spring,5,May,9,0.0025554166558280794,9.890132534337986e-05,-4.744073939053529e-05,-1.3277369918291459e-05,0.08332777115693589,-0.2449285860648859,-0.23642893978911567,0.21735831725132748,-0.252226692397876,0.000994565107111509
Black-tailed Godwit,Spring,5,May,9,0.0029357789546882907,-6.48846052696351e-05,-2.5191334080641318e-05,2.7396655760498007e-06,-0.22394138527961963,-0.5327754850223825,0.1998440266872531,0.1726123201697517,-0.3238202877283973,0.0002496325521866317
Black-winged Stilt,Spring,3,March,8,0.024005999021895513,-0.0015199378828919476,-0.000208289299139592,0.00014172606745804,-0.8978351386384459,-1.1540805556928606,0.5617166902153833,0.6175500570636793,0.33071259986143875,0.0008969844362896434
Black-winged Stilt,Spring,4,April,9,0.028684682996420373,-0.0015170189305936605,0.00013478946080293532,5.0924935195585024e-05,-0.4336103692940435,0.2928085793775271,0.2761763883526567,0.35617821986372755,-0.030114848218036006,0.0022272102659829734
Black-winged Stilt,Spring,5,May,9,0.024170896496657192,-0.0006042321417810859,-7.259115125688406e-05,-5.352592042379041e-05,-0.34498072076969594,-0.2539656954222522,-0.6458862976884141,0.6507700086509265,0.44123201384148236,0.0009804019139913092
Bluethroat,Spring,5,May,9,0.012889000494222959,-0.00022223351754324867,-0.0001276324721558677,1.7418791531211745e-06,-0.23839220024609345,-0.838965370588853,0.03949129984018893,0.5786027638008346,0.3257644220813354,0.0005731954645062175
Blyth's Pipit,Spring,5,May,8,-0.002302032224499732,0.0001162442049873114,1.2592497420574081e-05,-9.247986066546463e-06,0.3863201289881884,0.24878782547483494,-0.6572659237293419,0.4036155424454676,-0.04367280072043167,0.0002277137469646492
Brambling,Spring,3,March,9,0.014383634001672481,0.00027777669375783355,-2.5336167551615048e-05,0.0002442489956825214,0.08734972943584422,-0.07518540120043958,0.5748252033572183,0.32077026214026183,-0.08676758057558098,0.0021172195264530344
Brambling,Spring,4,April,9,0.01343813846515047,-9.335981942744373e-05,-4.0195781706625846e-05,-1.8355128567901045e-05,-0.04202194213779565,-0.13750414782605028,-0.15675483676062765,0.08190481136350214,-0.46895230181839653,0.0016889421910176033
Brambling,Spring,5,May,9,0.01200539070840915,-0.00043964702045316286,-2.9560833191933943e-05,-2.643774897405061e-06,-0.8916793534074756,-0.36738516839836155,-0.1133261087275222,0.7143834799157744,0.5430135678652391,0.000249589591729708
Chestnut Bunting,Spring,5,May,9,0.014815948704967675,-0.0004160411635884236,-7.963661168633709e-05,9.994992696871575e-06,-0.4526171212925327,-0.5308940056561171,0.22981484693580848,0.25407932033903613,-0.1934730874575421,0.0007519535837095475
Chestnut-eared Bunting,Spring,5,May,9,0.008350220210706612,-3.467043392627806e-05,-0.0001381515913520804,9.618990031935065e-06,-0.04143203918570605,-1.0116570110065473,0.24294470146621022,0.7531170130314426,0.6049872208503082,0.00039382922017551064
Chinese Penduline-Tit,Spring,3,March,9,0.004000220307439506,-0.0002634295606911962,-1.762194104884526e-05,4.065560744939753e-05,-0.26369001740447295,-0.1664599518688297,0.30456983705074075,0.08783986973192082,-0.45945620842892665,0.000770778631456368
Chinese Penduline-Tit,Spring,4,April,9,-0.011167353799131783,0.0009294822792741712,-4.720052942172919e-05,2.516830458936101e-05,0.5133683969927113,-0.19813175574744926,0.26374812368424666,0.2961511099681795,-0.1261582240509127,0.001205143453234516
Chinese Penduline-Tit,Spring,5,May,9,-0.014197430385788745,0.0006896185585619425,3.4832830220845916e-05,-2.938430589186544e-05,0.7157987424662844,0.22154967936957773,-0.6446119502725088,0.8682430131478479,0.7891888210365566,0.0003312411029110317
Chinese Sparrowhawk,Spring,5,May,9,-0.0015356965633654858,0.0001001245859270168,-9.331867029402283e-06,3.162508318085778e-05,0.1352461237423339,-0.0772419106267116,0.9028522727942704,0.7119192893989752,0.5390708630383603,0.0003763677316427188
Chinese Thrush,Spring,4,April,8,-0.0016027853436844743,0.00019964122920712043,-2.6435170123179714e-05,-6.103362964352224e-06,0.4035431175325968,-0.4238722052162627,-0.24606156863155157,0.36176960750256393,-0.11690318687051304,0.0003093313622965982
Chinese Thrush,Spring,5,May,9,0.009480152986165665,-0.0002349836116866213,-5.5993477737088825e-05,-4.3163382283813925e-06,-0.2496226068060105,-0.36448877160938326,-0.09690869242799645,0.17205897147594484,-0.32470564563848825,0.0008113210576330663
Citrine Wagtail,Spring,4,April,9,0.013231144129530194,-0.0003825168359726494,-8.269883630644609e-05,5.655342430719594e-05,-0.2353764886454804,-0.3867507155444801,0.6602658468609265,0.259018507994923,-0.18557038720812313,0.0011098855617081565
Citrine Wagtail,Spring,5,May,9,0.010796180499447791,-0.0002429195997180617,-6.031977002006293e-05,-1.5587877751442722e-05,-0.2959605284208782,-0.4503304218337247,-0.4013831656640424,0.5304101937178962,0.24865630994863397,0.0005327549316654404
Claudia's Leaf Warbler,Spring,4,April,9,0.0011979259031073793,-8.345318597566171e-05,3.437593756769694e-05,-2.563485889958276e-05,-0.19373631190182275,0.6065154399261808,-1.1291364828341175,0.7126642877977225,0.540262860476356,0.00018319505358080238
Claudia's Leaf Warbler,Spring,5,May,9,0.005201138277831665,-0.0002847905058594761,0.00010404019615620707,-1.5909954451790328e-05,-0.25991890250650374,0.5818538229367152,-0.30688963406196185,0.357961486125289,-0.02726162219953765,0.0008315867641616099
Coal Tit,Spring,3,March,8,-0.0034620472027646885,0.0001939568445043765,7.624242153164594e-05,-6.420156393339152e-05,0.1987051961721746,0.6613604071693463,-0.49865257076772196,0.2826180588679834,-0.2554183969810291,0.000696139958169276
Coal Tit,Spring,5,May,9,-0.0027461427947048185,0.00012499717408302047,3.6235169552838936e-06,1.40363917625454e-05,0.3541172772216855,0.06290390281547359,0.8404334477173738,0.7660434530315847,0.6256695248505355,0.00016171863435504775
Common Goldeneye,Spring,3,March,9,0.029948777890890302,-0.0017206581420734911,-0.00012928973078650758,0.00016219239002391014,-0.7929728446872759,-0.5622825320348257,0.5594115773361296,0.4613455250135654,0.1381528400217047,0.0012865146003593828
Common Goldeneye,Spring,4,April,9,0.006655261803802892,-0.00015197321776969541,-4.293798586599104e-05,2.8533997518052872e-05,-0.1133220016376563,-0.24333694378787132,0.4036985588087722,0.08963696288420375,-0.45658085938527404,0.0010151896385595094
Common Greenshank,Spring,4,April,8,0.007374091851274881,-0.00047986012814935374,3.2239770723483983e-05,-8.339647826496265e-06,-0.6097012703993187,0.31202544580191205,-0.18725034154016806,0.3674423282530802,-0.10697592555710966,0.0005017741290195036
Common Greenshank,Spring,5,May,9,0.0014015068703879337,0.00034066035762656845,-0.00015234798586439324,1.5521872045471245e-06,0.27596829338797396,-0.7562661795115011,0.02657557160229567,0.773723719403612,0.6379579510457791,0.0005561876116791843
Common Gull,Spring,4,April,8,0.0026342257859991755,-0.00014506811558856532,1.0235281055568422e-05,-1.2441141734425318e-05,-0.31139967548156,0.16735611750205215,-0.47193142451911696,0.3137141648067425,-0.20100021158820058,0.0003093620009175673
Common Pochard,Spring,3,March,9,0.013786990203107856,-0.0008236720016712813,1.1228049906868717e-05,-0.00010924836952023353,-0.27950965683618667,0.035956191691619295,-0.2774563908663611,0.17097725832935395,-0.32643638667303376,0.0021675244907737082
Common Pochard,Spring,4,April,9,0.0033580647549895214,-6.590704039239817e-05,-5.079546011794947e-05,9.466282188323336e-05,-0.03345849895705246,-0.1959831549889239,0.911803997942417,0.604139129560644,0.36662260729703033,0.0009832946822939054
Common Pochard,Spring,5,May,9,-0.00039142987982358123,1.3145664823880259e-05,1.1674851573859328e-05,-6.629800230558295e-06,0.07294198740485605,0.3969600278595037,-0.7774928523146458,0.3865756304111887,0.01852100865790196,0.00013369798466488398
Common Redshank,Spring,4,April,9,0.009747202510365007,-0.0004565675733211301,-3.1896177457133394e-05,4.579656885451681e-05,-0.22886112528195693,-0.12151357742577339,0.43555931753229843,0.15657286292749084,-0.34948341931601457,0.0014535964915916714
Common Redshank,Spring,5,May,9,0.006834419351627433,-0.0001504738814856817,-5.0996883431461554e-05,-9.1031880639343e-06,-0.2785737837425204,-0.5785263272930498,-0.35618330527899106,0.6368257452548196,0.4189211924077114,0.00030833142720486086
Common Sandpiper,Spring,4,April,9,0.0021120225280935184,-0.00013468273858808697,4.6685596759499744e-05,2.1165950573618156e-06,-0.12908215919047478,0.34006066505022736,0.038489251218569685,0.12828722691401606,-0.3947404369375742,0.0007728931683677213
Common Sandpiper,Spring,5,May,9,0.018057621458529585,-0.00019242723899690636,-0.000180438883490388,-1.6512990754509037e-05,-0.1312581722336818,-0.7542065629930136,-0.23806002075311497,0.780186327627703,0.6482981242043249,0.0006510388907328722
Common Shelduck,Spring,3,March,8,0.011647438310711702,-0.0003902240126356175,-0.00013297113971257607,0.00012744452523600605,-0.18362525129254992,-0.5869136501820928,0.4023800396125215,0.15963648638096872,-0.4706361488333046,0.0016691045756038862
Common Shelduck,Spring,4,April,8,0.03271785836636214,-0.0018547228441870764,-3.320272475187516e-05,6.257040580985835e-05,-0.8281841559449722,-0.11293206130881661,0.4937298006428136,0.6163979505486689,0.32869641346017053,0.0011118679178850595
Common Shelduck,Spring,5,May,9,0.00950979973531615,-7.514339427840526e-05,-0.00014453017442131374,1.1050962181555795e-06,-0.06877089678344829,-0.8105368758287987,0.021375431833484525,0.6004896397392823,0.36078342358285165,0.0006541683517584947
Common Snipe,Spring,3,March,8,0.014082575370455165,-0.0009409223526281382,-0.00011211289466376365,0.00011504279956353416,-0.7662580754556761,-0.8563972241386418,0.62860459740964,0.3830165451923454,-0.07972104591339546,0.0008263877040224812
Common Snipe,Spring,4,April,9,-0.0030538585450780096,0.0006506911956762752,-9.01698094612401e-05,2.538679791948789e-05,0.5176663897939007,-0.5451994295386662,0.3832042933390249,0.3405234592857642,-0.05516246514277734,0.0008098632347439298
Common Snipe,Spring,5,May,9,0.0239961848260518,-0.0008670668775783776,-4.40354106631437e-05,-1.2175472087430298e-05,-0.8277530273826945,-0.25760281501516036,-0.24566026522912224,0.6530265122600836,0.4448424196161337,0.0005844392163110847
Common Swift,Spring,4,April,9,-0.01571885025531789,0.0016807703840757576,4.416102428024687e-06,-4.80942631958459e-05,0.452423492862534,0.009034312352356041,-0.2456277550404013,0.22163267211908866,-0.24538772460945824,0.002600414530996953
Common Swift,Spring,5,May,9,-0.07691428726771389,0.0035824128681831604,0.0003610091705534119,-7.216137875057443e-05,0.8028848951589211,0.4957882817240437,-0.3418089256093793,0.6156096088582591,0.3849753741732146,0.0026202817713588894
Common Tern,Spring,4,April,9,0.002480854850688154,-0.00010656288744608025,8.459225599418987e-05,-1.8948813898502768e-05,-0.1103521515618951,0.6657706339992364,-0.3723096198399383,0.2133922008672744,-0.2585724786123609,0.0006795029477848625
Common Tern,Spring,5,May,9,0.011130065609760166,-0.00031289146349950064,1.9568113026195404e-05,5.453206906062112e-07,-0.3805059401369665,0.1458199841849952,0.014015888305754707,0.21151241393728082,-0.2615801377003506,0.0006916224614479436
Crested Lark,Spring,3,March,8,-0.0032260212522866294,0.000282589838636126,6.041584658979769e-05,-0.00012447097017243022,0.21945506658001895,0.4400867998502203,-0.6485657011253011,0.22657554197144758,-0.35349280154996676,0.0009702602662595943
Curlew Sandpiper,Spring,5,May,9,-0.003175204019772079,0.00014371471173851708,9.71936985645435e-06,-1.047490374247203e-06,0.45789987315005826,0.1897613564849154,-0.07053753216953121,0.18338152543868547,-0.30658955929810316,0.00026864557457710917
Dark-sided Flycatcher,Spring,5,May,9,0.01281829886052171,-0.00054680885967721,6.747210386103839e-05,1.8179880396505566e-05,-0.4727195593182068,0.357431360252806,0.3321696712624015,0.794958875506846,0.6719342008109536,0.0004961258356788672
Daurian Jackdaw,Spring,3,March,9,0.016866675175945308,-0.0011563683869646173,9.051433666301746e-06,1.477846427026863e-05,-0.5763436500482064,0.04257253534524786,0.05512541392700532,0.35794159282102556,-0.0272934514863592,0.0012987491332150445
Daurian Jackdaw,Spring,4,April,9,0.003133721710214964,-7.20004071861841e-05,7.1300066025387065e-06,1.1766466771644555e-05,-0.08141878650403359,0.061277185154577474,0.2524545179503283,0.08610026501393908,-0.4622395759776974,0.0006707283287342677
Daurian Starling,Spring,5,May,9,-0.010110361329122065,0.00039567607333874537,8.134700883617613e-05,-8.720584898274153e-06,0.5399348456893363,0.6802108073525714,-0.25150585928158814,0.39100668467942834,0.02561069548708539,0.0005416815967831287
Dusky Warbler,Spring,4,April,9,0.0032023226267309415,-0.00027078613777602113,9.17323849129011e-05,-2.9741814490826698e-05,-0.1834964899449527,0.47243625741221945,-0.38239851366600996,0.12397755598590698,-0.40163591042254887,0.001095830363585353
Dusky Warbler,Spring,5,May,9,0.045403169051091416,-0.0009921269730163635,-0.00025788440389523394,2.8439552089187314e-05,-0.5128948472761986,-0.8169331684657806,0.31073112446655127,0.4695655659938879,0.15130490559022058,0.0013344249733516025
Eared Grebe,Spring,4,April,9,0.004209909446330664,2.004583728647836e-06,-7.91059575522984e-05,2.0326176019000954e-05,0.002386818786217869,-0.7158526566053067,0.45919624772937845,0.24731202627564053,-0.20430075795897507,0.000578095100185237
Eastern Buzzard,Spring,3,March,9,-0.0013527176519325453,0.00032818291573201577,0.00015878046515800637,-0.00018032971345268966,0.18106680206709863,0.8266977801449252,-0.7446075063943469,0.5557086643851983,0.28913386301631727,0.0009759652718815418
